,Unnamed: 0,input,target,trial_id,task_id
0,0,"[0.12, 0.35, 0.67]",A,0,0.0
1,1,"[0.54, 0.33, 0.14]",B,1,0.0
2,2,"[0.8, 0.17, 0.32]",B,2,0.0
3,3,"[0.45, 0.96, 0.3]",A,3,0.0
4,4,"[0.23, 0.62, 0.71]",A,4,0.0
5,5,"[0.85, 0.42, 0.08]",B,5,0.0
6,6,"[0.1, 0.75, 0.85]",A,6,0.0
7,7,"[0.88, 0.35, 0.2]",B,7,0.0
8,8,"[0.38, 0.99, 0.74]",A,8,0.0
9,9,"[0.94, 0.15, 0.25]",B,9,0.0
10,10,"[0.05, 0.81, 0.92]",A,10,0.0
11,11,"[0.72, 0.3, 0.01]",B,11,0.0
12,12,"[0.67, 0.8, 0.95]",A,12,0.0
13,13,"[0.77, 0.25, 0.17]",B,13,0.0
14,14,"[0.36, 0.7, 0.81]",A,14,0.0
15,15,"[0.91, 0.26, 0.06]",B,15,0.0
16,16,"[0.24, 0.79, 0.93]",A,16,0.0
17,17,"[0.63, 0.32, 0.12]",B,17,0.0
18,18,"[0.29, 0.94, 0.89]",A,18,0.0
19,19,"[0.82, 0.27, 0.11]",B,19,0.0
20,20,"[0.15, 0.65, 0.84]",A,20,0.0
21,21,"[0.73, 0.38, 0.07]",B,21,0.0
22,22,"[0.4, 0.85, 0.92]",A,22,0.0
23,23,"[0.89, 0.19, 0.22]",B,23,0.0
24,24,"[0.11, 0.78, 0.99]",A,24,0.0
25,25,"[0.69, 0.21, 0.1]",B,25,0.0
26,26,"[0.3, 0.97, 0.7]",A,26,0.0
27,27,"[0.95, 0.28, 0.15]",B,27,0.0
28,28,"[0.04, 0.76, 0.86]",A,28,0.0
29,29,"[0.76, 0.13, 0.29]",B,29,0.0
30,30,"[0.37, 0.81, 0.91]",A,30,0.0
31,31,"[0.92, 0.34, 0.08]",B,31,0.0
32,32,"[0.19, 0.88, 0.94]",A,32,0.0
33,33,"[0.64, 0.22, 0.17]",B,33,0.0
34,34,"[0.32, 0.9, 0.83]",A,34,0.0
35,35,"[0.83, 0.16, 0.21]",B,35,0.0
36,36,"[0.16, 0.68, 0.87]",A,36,0.0
37,37,"[0.7, 0.2, 0.12]",B,37,0.0
38,38,"[0.41, 0.76, 0.95]",A,38,0.0
39,39,"[0.9, 0.11, 0.25]",B,39,0.0
40,40,"[0.14, 0.73, 0.96]",A,40,0.0
41,41,"[0.6, 0.14, 0.28]",B,41,0.0
42,42,"[0.33, 0.8, 0.75]",A,42,0.0
43,43,"[0.8, 0.1, 0.1]",B,43,0.0
44,44,"[0.2, 0.74, 0.97]",A,44,0.0
45,45,"[0.71, 0.12, 0.16]",B,45,0.0
46,46,"[0.27, 0.91, 0.88]",A,46,0.0
47,47,"[0.86, 0.23, 0.09]",B,47,0.0
48,48,"[0.09, 0.82, 0.93]",A,48,0.0
49,49,"[0.66, 0.17, 0.3]",B,49,0.0
