,Unnamed: 0,input,target,trial_id,task_id
0,0,"[0.12, 0.76, 0.33]",A,0,0.0
1,1,"[0.45, 0.21, 0.87]",B,1,0.0
2,2,"[0.34, 0.65, 0.49]",A,2,0.0
3,3,"[0.78, 0.15, 0.62]",B,3,0.0
4,4,"[0.56, 0.82, 0.74]",A,4,0.0
5,5,"[0.28, 0.36, 0.19]",B,5,0.0
6,6,"[0.23, 0.54, 0.11]",A,6,0.0
7,7,"[0.67, 0.43, 0.88]",B,7,0.0
8,8,"[0.52, 0.93, 0.71]",A,8,0.0
9,9,"[0.18, 0.27, 0.73]",B,9,0.0
10,10,"[0.41, 0.85, 0.63]",A,10,0.0
11,11,"[0.72, 0.14, 0.51]",B,11,0.0
12,12,"[0.35, 0.91, 0.29]",A,12,0.0
13,13,"[0.84, 0.17, 0.46]",B,13,0.0
14,14,"[0.58, 0.81, 0.83]",A,14,0.0
15,15,"[0.21, 0.38, 0.24]",B,15,0.0
16,16,"[0.31, 0.61, 0.13]",A,16,0.0
17,17,"[0.64, 0.42, 0.92]",B,17,0.0
18,18,"[0.47, 0.96, 0.68]",A,18,0.0
19,19,"[0.13, 0.25, 0.77]",B,19,0.0
20,20,"[0.37, 0.89, 0.57]",A,20,0.0
21,21,"[0.79, 0.12, 0.53]",B,21,0.0
22,22,"[0.32, 0.94, 0.22]",A,22,0.0
23,23,"[0.86, 0.15, 0.48]",B,23,0.0
24,24,"[0.55, 0.82, 0.81]",A,24,0.0
25,25,"[0.26, 0.33, 0.28]",B,25,0.0
26,26,"[0.28, 0.59, 0.17]",A,26,0.0
27,27,"[0.62, 0.45, 0.95]",B,27,0.0
28,28,"[0.51, 0.98, 0.66]",A,28,0.0
29,29,"[0.16, 0.24, 0.78]",B,29,0.0
30,30,"[0.39, 0.88, 0.61]",A,30,0.0
31,31,"[0.71, 0.11, 0.56]",B,31,0.0
32,32,"[0.36, 0.93, 0.27]",A,32,0.0
33,33,"[0.83, 0.13, 0.52]",B,33,0.0
34,34,"[0.54, 0.85, 0.76]",A,34,0.0
35,35,"[0.29, 0.32, 0.23]",B,35,0.0
36,36,"[0.25, 0.58, 0.14]",A,36,0.0
37,37,"[0.68, 0.41, 0.97]",B,37,0.0
38,38,"[0.53, 0.99, 0.69]",A,38,0.0
39,39,"[0.19, 0.22, 0.72]",B,39,0.0
40,40,"[0.44, 0.87, 0.67]",A,40,0.0
41,41,"[0.76, 0.18, 0.47]",B,41,0.0
42,42,"[0.33, 0.92, 0.21]",A,42,0.0
43,43,"[0.81, 0.16, 0.43]",B,43,0.0
44,44,"[0.57, 0.84, 0.79]",A,44,0.0
45,45,"[0.22, 0.37, 0.26]",B,45,0.0
46,46,"[0.27, 0.62, 0.12]",A,46,0.0
47,47,"[0.65, 0.39, 0.91]",B,47,0.0
48,48,"[0.48, 0.97, 0.64]",A,48,0.0
49,49,"[0.14, 0.21, 0.74]",B,49,0.0
50,50,"[0.38, 0.86, 0.59]",A,50,0.0
51,51,"[0.77, 0.17, 0.54]",B,51,0.0
52,52,"[0.34, 0.95, 0.31]",A,52,0.0
53,53,"[0.82, 0.19, 0.42]",B,53,0.0
54,54,"[0.56, 0.83, 0.73]",A,54,0.0
55,55,"[0.23, 0.35, 0.18]",B,55,0.0
56,56,"[0.24, 0.63, 0.15]",A,56,0.0
57,57,"[0.69, 0.38, 0.89]",B,57,0.0
58,58,"[0.15, 0.2, 0.75]",B,58,0.0
59,59,"[0.42, 0.89, 0.58]",A,59,0.0
60,60,"[0.75, 0.12, 0.55]",B,60,0.0
61,61,"[0.31, 0.96, 0.25]",A,61,0.0
62,62,"[0.85, 0.14, 0.44]",B,62,0.0
63,63,"[0.23, 0.76, 0.54]",A,0,1.0
64,64,"[0.12, 0.33, 0.85]",A,1,1.0
65,65,"[0.45, 0.21, 0.37]",A,2,1.0
66,66,"[0.67, 0.94, 0.62]",B,3,1.0
67,67,"[0.58, 0.82, 0.29]",B,4,1.0
68,68,"[0.34, 0.11, 0.79]",A,5,1.0
69,69,"[0.91, 0.53, 0.68]",B,6,1.0
70,70,"[0.15, 0.63, 0.47]",A,7,1.0
71,71,"[0.72, 0.24, 0.83]",B,8,1.0
72,72,"[0.88, 0.77, 0.18]",B,9,1.0
73,73,"[0.43, 0.61, 0.92]",B,10,1.0
74,74,"[0.21, 0.48, 0.69]",A,11,1.0
75,75,"[0.93, 0.87, 0.05]",B,12,1.0
76,76,"[0.16, 0.42, 0.31]",A,13,1.0
77,77,"[0.28, 0.09, 0.64]",A,14,1.0
78,78,"[0.81, 0.73, 0.97]",B,15,1.0
