,Unnamed: 0,input,target,trial_id,task_id
0,0,"[0.34, 0.72, 0.66]",A,0,0.0
1,1,"[0.22, 0.78, 0.43]",B,1,0.0
2,2,"[0.41, 0.56, 0.22]",A,2,0.0
3,3,"[0.88, 0.45, 0.99]",B,3,0.0
4,4,"[0.11, 0.38, 0.01]",A,4,0.0
5,5,"[0.96, 0.55, 0.58]",B,5,0.0
6,6,"[0.76, 0.15, 0.27]",A,6,0.0
7,7,"[0.89, 0.62, 0.09]",B,7,0.0
8,8,"[0.19, 0.98, 0.52]",A,8,0.0
9,9,"[0.54, 0.23, 0.77]",B,9,0.0
10,10,"[0.58, 0.93, 0.18]",A,10,0.0
11,11,"[0.48, 0.31, 0.79]",B,11,0.0
12,12,"[0.41, 0.65, 0.34]",A,12,0.0
13,13,"[0.66, 0.83, 0.87]",B,13,0.0
14,14,"[0.32, 0.19, 0.04]",A,14,0.0
15,15,"[0.22, 0.15, 0.39]",B,15,0.0
16,16,"[0.9, 0.05, 0.71]",A,16,0.0
17,17,"[0.94, 0.78, 0.5]",B,17,0.0
18,18,"[0.57, 0.14, 0.92]",A,18,0.0
19,19,"[0.19, 0.74, 0.07]",B,19,0.0
20,20,"[0.78, 0.24, 0.35]",A,20,0.0
21,21,"[0.55, 0.88, 0.81]",B,21,0.0
22,22,"[0.48, 0.55, 0.64]",A,22,0.0
23,23,"[0.51, 0.1, 0.97]",B,23,0.0
24,24,"[0.27, 0.8, 0.68]",A,24,0.0
25,25,"[0.1, 0.5, 0.17]",B,25,0.0
26,26,"[0.86, 0.31, 0.12]",A,26,0.0
27,27,"[0.02, 0.2, 0.45]",B,27,0.0
28,28,"[0.95, 0.64, 0.29]",A,28,0.0
29,29,"[0.67, 0.98, 0.6]",B,29,0.0
30,30,"[0.12, 0.41, 0.9]",A,30,0.0
31,31,"[0.59, 0.17, 0.53]",B,31,0.0
32,32,"[0.14, 0.6, 0.43]",A,32,0.0
33,33,"[0.95, 0.44, 0.23]",B,33,0.0
34,34,"[0.07, 0.25, 0.63]",A,34,0.0
35,35,"[0.88, 0.73, 0.83]",B,35,0.0
36,36,"[0.35, 0.9, 0.37]",A,36,0.0
37,37,"[0.24, 0.05, 0.15]",B,37,0.0
38,38,"[0.13, 0.47, 0.05]",A,38,0.0
39,39,"[0.46, 0.35, 0.74]",B,39,0.0
40,40,"[0.3, 0.68, 0.51]",A,40,0.0
41,41,"[0.36, 0.09, 0.38]",B,41,0.0
