,Unnamed: 0,input,target,trial_id,task_id
0,0,"[0.12, 0.78, 0.34]",A,0,0.0
1,1,"[0.89, 0.51, 0.35]",B,1,0.0
2,2,"[0.24, 0.88, 0.62]",A,2,0.0
3,3,"[0.85, 0.43, 0.28]",B,3,0.0
4,4,"[0.33, 0.75, 0.32]",A,4,0.0
5,5,"[0.91, 0.52, 0.3]",B,5,0.0
6,6,"[0.2, 0.8, 0.56]",A,6,0.0
7,7,"[0.83, 0.46, 0.23]",B,7,0.0
8,8,"[0.27, 0.77, 0.63]",A,8,0.0
9,9,"[0.95, 0.54, 0.31]",B,9,0.0
10,10,"[0.15, 0.79, 0.54]",A,10,0.0
11,11,"[0.87, 0.48, 0.22]",B,11,0.0
12,12,"[0.3, 0.76, 0.59]",A,12,0.0
13,13,"[0.93, 0.55, 0.24]",B,13,0.0
14,14,"[0.13, 0.72, 0.51]",A,14,0.0
15,15,"[0.89, 0.53, 0.25]",B,15,0.0
16,16,"[0.22, 0.74, 0.57]",A,16,0.0
17,17,"[0.84, 0.47, 0.28]",B,17,0.0
18,18,"[0.34, 0.73, 0.65]",A,18,0.0
19,19,"[0.92, 0.51, 0.32]",B,19,0.0
20,20,"[0.16, 0.7, 0.53]",A,20,0.0
21,21,"[0.86, 0.5, 0.2]",B,21,0.0
22,22,"[0.28, 0.71, 0.6]",A,22,0.0
23,23,"[0.9, 0.56, 0.21]",B,23,0.0
24,24,"[0.19, 0.78, 0.58]",A,24,0.0
25,25,"[0.82, 0.49, 0.26]",B,25,0.0
26,26,"[0.31, 0.75, 0.64]",A,26,0.0
27,27,"[0.94, 0.54, 0.29]",B,27,0.0
28,28,"[0.12, 0.71, 0.55]",A,28,0.0
29,29,"[0.88, 0.52, 0.27]",B,29,0.0
30,30,"[0.24, 0.77, 0.63]",A,30,0.0
31,31,"[0.85, 0.53, 0.24]",B,31,0.0
32,32,"[0.33, 0.76, 0.52]",A,32,0.0
33,33,"[0.91, 0.48, 0.25]",B,33,0.0
34,34,"[0.17, 0.7, 0.61]",A,34,0.0
35,35,"[0.87, 0.57, 0.22]",B,35,0.0
36,36,"[0.9, 0.42, 0.35]",B,36,0.0
37,37,"[0.2, 0.85, 0.49]",A,37,0.0
38,38,"[0.82, 0.4, 0.24]",B,38,0.0
39,39,"[0.23, 0.74, 0.63]",A,39,0.0
40,40,"[0.88, 0.55, 0.3]",B,40,0.0
41,41,"[0.16, 0.72, 0.54]",A,41,0.0
42,42,"[0.81, 0.47, 0.29]",B,42,0.0
43,43,"[0.35, 0.88, 0.6]",A,43,0.0
44,44,"[0.93, 0.51, 0.32]",B,44,0.0
45,45,"[0.18, 0.78, 0.54]",A,45,0.0
46,46,"[0.86, 0.41, 0.23]",B,46,0.0
47,47,"[0.25, 0.79, 0.56]",A,47,0.0
48,48,"[0.94, 0.5, 0.3]",B,48,0.0
49,49,"[0.14, 0.71, 0.55]",A,49,0.0
50,50,"[0.85, 0.53, 0.21]",B,50,0.0
51,51,"[0.29, 0.76, 0.64]",A,51,0.0
52,52,"[0.98, 0.54, 0.27]",B,52,0.0
53,53,"[0.13, 0.73, 0.53]",A,53,0.0
