,Unnamed: 0,input,target,trial_id,task_id
0,0,"[0.23, 0.76, 0.42]",A,0,0.0
1,1,"[0.12, 0.85, 0.31]",A,1,0.0
2,2,"[0.67, 0.52, 0.93]",B,2,0.0
3,3,"[0.57, 0.62, 0.71]",B,3,0.0
4,4,"[0.34, 0.15, 0.79]",A,4,0.0
5,5,"[0.91, 0.26, 0.83]",B,5,0.0
6,6,"[0.22, 0.45, 0.37]",A,6,0.0
7,7,"[0.86, 0.38, 0.68]",B,7,0.0
8,8,"[0.18, 0.69, 0.24]",A,8,0.0
9,9,"[0.73, 0.28, 0.12]",B,9,0.0
10,10,"[0.81, 0.53, 0.61]",B,10,0.0
11,11,"[0.44, 0.36, 0.17]",A,11,0.0
12,12,"[0.93, 0.58, 0.29]",B,12,0.0
13,13,"[0.21, 0.87, 0.33]",A,13,0.0
14,14,"[0.57, 0.91, 0.48]",B,14,0.0
15,15,"[0.15, 0.72, 0.54]",A,15,0.0
16,16,"[0.63, 0.24, 0.07]",B,16,0.0
17,17,"[0.35, 0.42, 0.16]",A,17,0.0
18,18,"[0.97, 0.18, 0.87]",B,18,0.0
19,19,"[0.25, 0.65, 0.21]",A,19,0.0
20,20,"[0.84, 0.13, 0.75]",B,20,0.0
21,21,"[0.19, 0.51, 0.29]",A,21,0.0
22,22,"[0.69, 0.32, 0.04]",B,22,0.0
23,23,"[0.17, 0.63, 0.23]",A,23,0.0
24,24,"[0.89, 0.27, 0.95]",B,24,0.0
25,25,"[0.46, 0.81, 0.39]",A,25,0.0
26,26,"[0.72, 0.54, 0.51]",B,26,0.0
27,27,"[0.38, 0.28, 0.18]",A,27,0.0
28,28,"[0.83, 0.43, 0.62]",B,28,0.0
29,29,"[0.23, 0.74, 0.24]",A,29,0.0
30,30,"[0.56, 0.36, 0.12]",B,30,0.0
31,31,"[0.13, 0.47, 0.27]",A,31,0.0
32,32,"[0.92, 0.62, 0.79]",B,32,0.0
33,33,"[0.29, 0.84, 0.31]",A,33,0.0
34,34,"[0.77, 0.51, 0.41]",B,34,0.0
35,35,"[0.31, 0.73, 0.28]",A,35,0.0
36,36,"[0.66, 0.34, 0.11]",B,36,0.0
37,37,"[0.15, 0.58, 0.22]",A,37,0.0
38,38,"[0.86, 0.29, 0.91]",B,38,0.0
39,39,"[0.43, 0.73, 0.38]",A,39,0.0
40,40,"[0.79, 0.64, 0.52]",B,40,0.0
41,41,"[0.37, 0.19, 0.16]",A,41,0.0
42,42,"[0.81, 0.46, 0.63]",B,42,0.0
43,43,"[0.22, 0.71, 0.24]",A,43,0.0
44,44,"[0.61, 0.32, 0.13]",B,44,0.0
45,45,"[0.16, 0.49, 0.25]",A,45,0.0
46,46,"[0.93, 0.61, 0.83]",B,46,0.0
47,47,"[0.28, 0.82, 0.32]",A,47,0.0
48,48,"[0.78, 0.53, 0.42]",B,48,0.0
49,49,"[0.34, 0.75, 0.26]",A,49,0.0
50,50,"[0.69, 0.37, 0.14]",B,50,0.0
51,51,"[0.11, 0.56, 0.21]",A,51,0.0
52,52,"[0.87, 0.28, 0.92]",B,52,0.0
53,53,"[0.41, 0.72, 0.34]",A,53,0.0
54,54,"[0.74, 0.62, 0.53]",B,54,0.0
55,55,"[0.39, 0.17, 0.15]",A,55,0.0
56,56,"[0.83, 0.47, 0.67]",B,56,0.0
57,57,"[0.21, 0.68, 0.23]",A,57,0.0
58,58,"[0.59, 0.34, 0.15]",B,58,0.0
59,59,"[0.14, 0.51, 0.24]",A,59,0.0
60,60,"[0.94, 0.63, 0.88]",B,60,0.0
61,61,"[0.27, 0.81, 0.33]",A,61,0.0
62,62,"[0.76, 0.55, 0.45]",B,62,0.0
63,63,"[0.23, 0.76, 0.45]",A,0,1.0
64,64,"[0.12, 0.33, 0.67]",A,1,1.0
65,65,"[0.45, 0.21, 0.59]",A,2,1.0
66,66,"[0.34, 0.12, 0.78]",A,3,1.0
