,Unnamed: 0,input,target,trial_id,task_id
0,0,"[0.08, 0.43, 0.79]",A,0,0.0
1,1,"[0.53, 0.31, 0.12]",B,1,0.0
2,2,"[0.9, 0.76, 0.01]",A,2,0.0
3,3,"[0.27, 0.09, 0.76]",B,3,0.0
4,4,"[0.74, 0.46, 0.19]",A,4,0.0
5,5,"[0.12, 0.59, 0.51]",B,5,0.0
6,6,"[0.3, 0.9, 0.11]",A,6,0.0
7,7,"[0.44, 0.13, 0.38]",B,7,0.0
8,8,"[0.02, 0.03, 0.21]",A,8,0.0
9,9,"[0.97, 0.63, 0.36]",B,9,0.0
10,10,"[0.32, 0.27, 0.43]",A,10,0.0
11,11,"[0.46, 0.96, 0.23]",B,11,0.0
12,12,"[0.02, 0.95, 0.12]",A,12,0.0
13,13,"[0.35, 0.66, 0.0]",B,13,0.0
14,14,"[0.62, 0.69, 0.8]",A,14,0.0
15,15,"[0.3, 0.05, 0.71]",B,15,0.0
16,16,"[0.47, 0.22, 0.33]",A,16,0.0
17,17,"[0.31, 0.82, 0.94]",B,17,0.0
18,18,"[0.53, 0.47, 0.1]",A,18,0.0
19,19,"[0.52, 0.32, 0.88]",B,19,0.0
20,20,"[0.78, 0.45, 0.28]",A,20,0.0
21,21,"[0.15, 0.74, 0.92]",B,21,0.0
22,22,"[0.75, 0.14, 0.98]",A,22,0.0
23,23,"[0.31, 0.83, 0.49]",B,23,0.0
24,24,"[0.56, 0.14, 0.8]",A,24,0.0
25,25,"[0.37, 0.93, 0.81]",B,25,0.0
26,26,"[0.07, 0.08, 0.7]",A,26,0.0
27,27,"[0.85, 0.66, 0.24]",B,27,0.0
28,28,"[0.93, 0.26, 0.4]",A,28,0.0
29,29,"[0.42, 0.11, 0.45]",B,29,0.0
30,30,"[0.25, 0.47, 0.14]",A,30,0.0
31,31,"[0.1, 0.59, 0.22]",B,31,0.0
32,32,"[0.99, 0.41, 0.39]",A,32,0.0
33,33,"[0.82, 0.81, 0.54]",B,33,0.0
34,34,"[0.01, 0.23, 0.87]",A,34,0.0
35,35,"[0.94, 0.15, 0.17]",B,35,0.0
36,36,"[0.68, 0.88, 0.09]",A,36,0.0
37,37,"[0.41, 0.54, 0.58]",B,37,0.0
38,38,"[0.6, 0.19, 0.01]",A,38,0.0
39,39,"[0.34, 0.96, 0.67]",B,39,0.0
40,40,"[0.11, 0.2, 0.29]",A,40,0.0
41,41,"[0.38, 0.07, 0.65]",B,41,0.0
42,42,"[0.76, 0.81, 0.0]",A,42,0.0
43,43,"[0.12, 0.44, 0.48]",B,43,0.0
44,44,"[0.83, 0.55, 0.96]",A,44,0.0
45,45,"[0.21, 0.73, 0.32]",B,45,0.0
46,46,"[0.26, 0.62, 0.66]",A,46,0.0
47,47,"[0.63, 0.38, 0.02]",B,47,0.0
48,48,"[0.98, 0.67, 0.5]",A,48,0.0
49,49,"[0.14, 0.03, 0.25]",B,49,0.0
50,50,"[0.15, 0.48, 0.73]",A,50,0.0
51,51,"[0.0, 0.37, 0.35]",B,51,0.0
52,52,"[0.4, 0.72, 0.8]",A,52,0.0
53,53,"[0.36, 0.58, 0.99]",B,53,0.0
54,54,"[0.89, 0.04, 0.46]",A,54,0.0
55,55,"[0.68, 0.34, 0.77]",B,55,0.0
56,56,"[0.05, 0.36, 0.19]",A,56,0.0
57,57,"[0.73, 0.91, 0.11]",B,57,0.0
58,58,"[0.04, 0.74, 0.15]",A,58,0.0
59,59,"[0.88, 0.17, 0.6]",B,59,0.0
60,60,"[0.48, 0.5, 0.84]",A,60,0.0
61,61,"[0.55, 0.4, 0.13]",B,61,0.0
62,62,"[0.16, 0.87, 0.41]",A,62,0.0
63,63,"[0.01, 0.65, 0.26]",B,63,0.0
64,64,"[0.51, 0.29, 0.63]",A,64,0.0
65,65,"[0.61, 0.02, 0.95]",B,65,0.0
66,66,"[0.29, 0.51, 0.07]",A,66,0.0
67,67,"[0.95, 0.75, 0.42]",B,67,0.0
68,68,"[0.22, 0.28, 0.34]",A,68,0.0
69,69,"[0.86, 0.09, 0.16]",B,69,0.0
70,70,"[0.66, 0.77, 0.69]",A,70,0.0
71,71,"[0.09, 0.5, 0.53]",B,71,0.0
72,72,"[0.64, 0.06, 0.28]",A,72,0.0
73,73,"[0.96, 0.39, 0.55]",B,73,0.0
74,74,"[0.67, 0.84, 0.1]",A,74,0.0
75,75,"[0.58, 0.18, 0.79]",B,75,0.0
76,76,"[0.2, 0.45, 0.04]",A,76,0.0
77,77,"[0.17, 0.25, 0.72]",B,77,0.0
78,78,"[0.79, 0.6, 0.38]",A,78,0.0
79,79,"[0.81, 0.99, 0.47]",B,79,0.0
80,80,"[0.37, 0.33, 0.64]",A,80,0.0
81,81,"[0.57, 0.44, 0.86]",B,81,0.0
82,82,"[0.7, 0.08, 0.33]",A,82,0.0
83,83,"[0.24, 0.62, 0.22]",B,83,0.0
84,84,"[0.9, 0.87, 0.56]",A,84,0.0
85,85,"[0.35, 0.3, 0.91]",B,85,0.0
86,86,"[0.86, 0.68, 0.12]",A,86,0.0
87,87,"[0.8, 0.52, 0.75]",B,87,0.0
88,88,"[0.78, 0.08, 0.23]",A,0,1.0
89,89,"[0.96, 0.21, 0.17]",B,1,1.0
90,90,"[0.02, 0.46, 0.26]",A,2,1.0
91,91,"[0.23, 0.22, 0.71]",B,3,1.0
92,92,"[0.66, 0.81, 0.12]",A,4,1.0
93,93,"[0.15, 0.55, 0.16]",B,5,1.0
94,94,"[0.42, 0.8, 0.2]",A,6,1.0
95,95,"[0.75, 0.48, 0.93]",B,7,1.0
96,96,"[0.98, 0.81, 0.5]",A,8,1.0
97,97,"[0.46, 0.11, 0.0]",B,9,1.0
98,98,"[0.31, 0.17, 0.9]",A,10,1.0
99,99,"[0.24, 0.12, 0.18]",B,11,1.0
100,100,"[0.35, 0.91, 0.63]",A,12,1.0
101,101,"[0.61, 0.74, 0.26]",B,13,1.0
102,102,"[0.14, 0.06, 0.25]",A,14,1.0
103,103,"[0.5, 0.99, 0.14]",B,15,1.0
104,104,"[0.41, 0.06, 0.7]",A,16,1.0
105,105,"[0.44, 0.35, 0.48]",B,17,1.0
106,106,"[0.85, 0.67, 0.07]",A,18,1.0
107,107,"[0.87, 0.32, 0.56]",B,19,1.0
108,108,"[0.19, 0.69, 0.71]",A,20,1.0
109,109,"[0.63, 0.91, 0.1]",B,21,1.0
110,110,"[0.11, 0.87, 0.12]",A,22,1.0
111,111,"[0.38, 0.18, 0.4]",B,23,1.0
112,112,"[0.76, 0.34, 0.86]",A,24,1.0
113,113,"[0.75, 0.53, 0.38]",B,25,1.0
