,feature_names,category_names,task_id
0,"['length', 'width', 'color', 'pattern']","['furniture', 'vehicles']",0
1,"['height', 'shape', 'texture', 'flavor']","['fruits', 'vegetables']",1
2,"['size', 'sound', 'speed', 'temperature']","['weather', 'geography']",2
3,"['weight', 'age', 'gender', 'hair']","['people', 'animals']",3
4,"['loudness', 'pitch', 'tempo', 'genre']","['music', 'speech']",4
5,"['brightness', 'saturation', 'hue', 'gloss']","['paints', 'crayons']",5
6,"['hardness', 'malleability', 'luster', 'magnetism']","['metals', 'minerals']",6
7,"['legs', 'wings', 'fur', 'habitat']","['mammals', 'birds']",7
8,"['sodium', 'fat', 'protein', 'fiber']","['healthy', 'unhealthy']",8
9,"['consonants', 'vowels', 'syllables', 'accent']","['English', 'Spanish']",9
10,"['voltage', 'current', 'resistance', 'capacitance']","['active', 'passive']",10
11,"['mass', 'velocity', 'momentum', 'energy']","['moving', 'stationary']",11
12,"['protons', 'electrons', 'neutrons', 'spin']","['matter', 'antimatter']",12
13,"['kings', 'knights', 'peasants', 'wizards']","['fantasy', 'history']",13
14,"['noun', 'verb', 'adjective', 'adverb']","['grammar', 'vocabulary']",14
15,"['length', 'complexity', 'rhyme', 'meter']","['poetry', 'prose']",15
16,"['bass', 'drums', 'guitar', 'vocals']","['rock', 'pop']",16
17,"['durability', 'comfort', 'style', 'price']","['clothing', 'accessories']",17
18,"['suspension', 'brakes', 'engine', 'handling']","['sports', 'luxury']",18
19,"['range', 'rate', 'mobility', 'stealth']","['offense', 'defense']",19
20,"['climate', 'terrain', 'resources', 'politics']","['countries', 'continents']",20
21,"['sodium', 'cholesterol', 'protein', 'fiber']","['healthy', 'unhealthy']",21
22,"['precipitation', 'temperature', 'wind', 'pressure']","['stormy', 'clear']",22
23,"['amplitude', 'frequency', 'phase', 'waveform']","['periodic', 'chaotic']",23
24,"['length', 'diameter', 'curvature', 'hardness']","['rods', 'spheres']",24
25,"['hue', 'chroma', 'value', 'temperature']","['warm', 'cool']",25
26,"['debit', 'credit', 'balance', 'type']","['expenses', 'income']",26
27,"['tension', 'compression', 'shear', 'torsion']","['strong', 'weak']",27
28,"['mass', 'charge', 'spin', 'strangeness']","['matter', 'antimatter']",28
29,"['nitrogen', 'phosphorus', 'potassium', 'water']","['fertile', 'infertile']",29
30,"['precision', 'recall', 'f1-score', 'accuracy']","['good', 'bad']",30
31,"['timing', 'posture', 'technique', 'creativity']","['elegant', 'clumsy']",31
32,"['rhythm', 'melody', 'harmony', 'timbre']","['consonant', 'dissonant']",32
33,"['noun', 'verb', 'adjective', 'preposition']","['words', 'structure']",33
34,"['length', 'complexity', 'rhyme', 'meter']","['poetry', 'prose']",34
35,"['red', 'green', 'blue', 'alpha']","['opaque', 'transparent']",35
36,"['balance', 'flexibility', 'endurance', 'technique']","['gymnast', 'weightlifter']",36
37,"['cruisingaltitude', 'range', 'capacity', 'speed']","['airliner', 'fighterjet']",37
38,"['IQ', 'EQ', 'agreeableness', 'neuroticism']","['introvert', 'extrovert']",38
39,"['mass', 'charge', 'spin', 'half-life']","['stable', 'radioactive']",39
40,"['bass', 'mids', 'treble', 'distortion']","['electric', 'acoustic']",40
41,"['spacing', 'kerning', 'leading', 'contrast']","['readable', 'illegible']",41
42,"['viscosity', 'volatility', 'toxicity', 'scent']","['safe', 'dangerous']",42
43,"['power', 'toughness', 'speed', 'handling']","['sportscar', 'truck']",43
44,"['rhythm', 'pitch', 'timbre', 'lyrics']","['rap', 'rock']",44
45,"['nouns', 'verbs', 'adjectives', 'punctuation']","['coherent', 'incoherent']",45
46,"['alignment', 'balance', 'contrast', 'hierarchy']","['organized', 'chaotic']",46
