,feature_names,category_names,task_id
0,"['length', 'width', 'color', 'texture']","['vehicles', 'furniture']",0
1,"['size', 'shape', 'color', 'pattern']","['birds', 'fish']",1
2,"['height', 'width', 'hue', 'saturation']","['fruits', 'vegetables']",2
3,"['pitch', 'tempo', 'timbre', 'volume']","['classical', 'pop']",3
4,"['altitude', 'cloudcover', 'temperature', 'precipitation']","['summer', 'winter']",4
5,"['calories', 'fat', 'protein', 'fiber']","['healthy', 'unhealthy']",5
6,"['length', 'diameter', 'weight', 'material']","['tools', 'toys']",6
7,"['voltage', 'current', 'resistance', 'frequency']","['electronics', 'appliances']",7
8,"['sides', 'angles', 'area', 'perimeter']","['polygons', 'solids']",8
9,"['nouns', 'verbs', 'adjectives', 'adverbs']","['grammar', 'vocabulary']",9
10,"['sodium', 'sugar', 'protein', 'calories']","['snacks', 'meals']",10
11,"['legs', 'wings', 'habitat', 'diet']","['mammals', 'reptiles']",11
12,"['mass', 'charge', 'spin', 'halflife']","['metals', 'gases']",12
13,"['countries', 'capitals', 'language', 'currency']","['europe', 'asia']",13
14,"['speed', 'handling', 'mileage', 'passengercapacity']","['trucks', 'cars']",14
15,"['bass', 'treble', 'distortion', 'volume']","['amps', 'pedals']",15
16,"['thickness', 'elasticity', 'breathability', 'warmth']","['summer', 'winter']",16
17,"['bitter', 'sweet', 'sour', 'salty']","['desserts', 'entrees']",17
18,"['consonants', 'vowels', 'syllables', 'accent']","['english', 'spanish']",18
19,"['size', 'shape', 'texture', 'taste']","['fruits', 'vegetables']",19
20,"['altitude', 'speed', 'payload', 'range']","['military', 'civilian']",20
21,"['length', 'complexity', 'rhyme', 'meter']","['poetry', 'prose']",21
22,"['price', 'bedrooms', 'bathrooms', 'lotsize']","['houses', 'apartments']",22
23,"['author', 'publisher', 'genre', 'year']","['fiction', 'nonfiction']",23
24,"['earthquakes', 'hurricanes', 'floods', 'fires']","['natural', 'human-caused']",24
25,"['notes', 'rhythm', 'harmony', 'tempo']","['classical', 'jazz']",25
26,"['hue', 'saturation', 'brightness', 'contrast']","['warm', 'cool']",26
27,"['countries', 'capitals', 'language', 'government']","['europe', 'asia']",27
28,"['plot', 'characters', 'theme', 'style']","['drama', 'comedy']",28
29,"['width', 'length', 'pattern', 'material']","['clothes', 'accessories']",29
30,"['speed', 'memory', 'screensize', 'batterylife']","['laptops', 'tablets']",30
31,"['sodium', 'carbs', 'protein', 'sugar']","['healthy', 'unhealthy']",31
32,"['planets', 'moons', 'rings', 'distancefromsun']","['rocky', 'gaseous']",32
33,"['consonants', 'vowels', 'syllables', 'tone']","['english', 'mandarin']",33
34,"['price', 'occupancy', 'amenities', 'location']","['hotels', 'motels']",34
35,"['plot', 'characters', 'setting', 'theme']","['mystery', 'romance']",35
36,"['length', 'complexity', 'rhymescheme', 'imagery']","['sonnets', 'freeverse']",36
37,"['countries', 'capitals', 'government', 'religion']","['americas', 'europe']",37
38,"['keys', 'timesignature', 'melody', 'harmony']","['classical', 'pop']",38
39,"['length', 'width', 'pattern', 'material']","['pants', 'shirts']",39
40,"['crimes', 'motives', 'evidence', 'sentencing']","['violent', 'nonviolent']",40
41,"['sodium', 'fiber', 'vitamins', 'fat']","['snacks', 'meals']",41
42,"['acceleration', 'braking', 'cargospace', 'mpg']","['sedans', 'trucks']",42
43,"['awards', 'boxoffice', 'criticsrating', 'genre']","['dramas', 'comedies']",43
44,"['length', 'complexity', 'rhyme', 'imagery']","['ballads', 'freeverse']",44
45,"['countries', 'leaders', 'exports', 'population']","['developed', 'developing']",45
46,"['bass', 'treble', 'effects', 'distortion']","['rock', 'electronic']",46
47,"['calories', 'carbs', 'protein', 'fiber']","['fastfood', 'homecooked']",47
48,"['altitude', 'visibility', 'turbulence', 'range']","['shorthaul', 'longhaul']",48
49,"['crimes', 'motives', 'evidence', 'victims']","['theft', 'fraud']",49
50,"['nouns', 'verbs', 'adjectives', 'clauses']","['english', 'french']",50
51,"['price', 'rooms', 'amenities', 'neighborhood']","['houses', 'apartments']",51
52,"['smell', 'taste', 'color', 'texture']","['fruits', 'vegetables']",52
53,"['continents', 'countries', 'capitals', 'language']","['americas', 'europe']",53
54,"['crimes', 'motives', 'victims', 'sentencing']","['violent', 'nonviolent']",54
55,"['bass', 'treble', 'effects', 'distortion']","['rock', 'blues']",55
56,"['sodium', 'sugar', 'fiber', 'protein']","['healthy', 'unhealthy']",56
57,"['acceleration', 'handling', 'cargospace', 'mpg']","['trucks', 'sedans']",57
58,"['awards', 'genre', 'boxoffice', 'runtime']","['comedies', 'dramas']",58
59,"['verbs', 'nouns', 'adjectives', 'clauses']","['english', 'spanish']",59
60,"['planets', 'moons', 'atmosphere', 'diameter']","['rocky', 'gaseous']",60
61,"['keys', 'tempo', 'harmony', 'rhythm']","['classical', 'jazz']",61
62,"['length', 'pattern', 'fit', 'fabric']","['dresses', 'tops']",62
63,"['price', 'occupancy', 'amenities', 'neighborhood']","['hotels', 'motels']",63
64,"['continents', 'languages', 'religion', 'government']","['europe', 'asia']",64
65,"['rainfall', 'temperature', 'wind', 'humidity']","['summer', 'winter']",65
66,"['crimes', 'evidence', 'victims', 'sentencing']","['violent', 'nonviolent']",66
67,"['nouns', 'verbs', 'phrases', 'clauses']","['french', 'spanish']",67
68,"['awards', 'genre', 'boxoffice', 'cast']","['comedies', 'dramas']",68
69,"['bass', 'treble', 'distortion', 'effects']","['rock', 'pop']",69
70,"['sodium', 'protein', 'fiber', 'sugar']","['snacks', 'meals']",70
71,"['acceleration', 'handling', 'cargospace', 'mpg']","['sedans', 'trucks']",71
72,"['planets', 'mass', 'composition', 'moons']","['inner', 'outer']",72
73,"['keys', 'chords', 'tempo', 'rhythm']","['blues', 'rock']",73
74,"['length', 'pattern', 'sleevelength', 'collar']","['shirts', 'pants']",74
75,"['price', 'lotsize', 'bedrooms', 'neighborhood']","['houses', 'condos']",75
76,"['precipitation', 'windspeed', 'pressure', 'clouds']","['winter', 'summer']",76
77,"['nouns', 'adjectives', 'verbs', 'phrases']","['english', 'french']",77
78,"['awards', 'boxoffice', 'genre', 'releasedate']","['action', 'comedy']",78
79,"['bass', 'mids', 'treble', 'gain']","['metal', 'electronic']",79
80,"['planets', 'diameter', 'moons', 'atmosphere']","['rocky', 'gaseous']",80
81,"['keys', 'tempo', 'melody', 'harmony']","['jazz', 'classical']",81
82,"['fit', 'fabric', 'pattern', 'style']","['dresses', 'tops']",82
83,"['occupancy', 'amenities', 'location', 'rating']","['hotels', 'motels']",83
84,"['verbs', 'nouns', 'clauses', 'tenses']","['english', 'spanish']",84
85,"['continents', 'leaders', 'exports', 'religion']","['asia', 'southamerica']",85
86,"['sodium', 'protein', 'carbs', 'sugar']","['healthy', 'unhealthy']",86
87,"['crimes', 'evidence', 'victims', 'sentencing']","['violent', 'nonviolent']",87
88,"['acceleration', 'braking', 'cargospace', 'handling']","['trucks', 'sportscars']",88
89,"['boxoffice', 'cast', 'director', 'genre']","['comedies', 'dramas']",89
90,"['bass', 'treble', 'effects', 'distortion']","['blues', 'rock']",90
91,"['planets', 'mass', 'diameter', 'moons']","['inner', 'outer']",91
92,"['keys', 'chords', 'rhythm', 'tempo']","['classical', 'pop']",92
93,"['length', 'fit', 'fabric', 'collar']","['shirts', 'pants']",93
94,"['price', 'lotsize', 'rooms', 'neighborhood']","['houses', 'condos']",94
95,"['precipitation', 'clouds', 'wind', 'pressure']","['winter', 'summer']",95
96,"['nouns', 'verbs', 'adjectives', 'phrases']","['spanish', 'french']",96
97,"['awards', 'cast', 'director', 'genre']","['action', 'comedy']",97
98,"['planets', 'mass', 'rings', 'distancefromsun']","['rocky', 'icy']",98
99,"['keys', 'chords', 'melody', 'harmony']","['jazz', 'blues']",99
100,"['fit', 'fabric', 'pattern', 'sleeves']","['dresses', 'tops']",100
101,"['occupancy', 'amenities', 'location', 'rating']","['hotels', 'inns']",101
102,"['continents', 'leaders', 'exports', 'religion']","['africa', 'southamerica']",102
103,"['sodium', 'fiber', 'protein', 'fat']","['snacks', 'meals']",103
104,"['acceleration', 'braking', 'cargospace', 'handling']","['sedans', 'trucks']",104
105,"['awards', 'boxoffice', 'genre', 'releasedate']","['horror', 'comedy']",105
106,"['bass', 'mids', 'treble', 'distortion']","['rock', 'blues']",106
107,"['verbs', 'nouns', 'adjectives', 'clauses']","['spanish', 'french']",107
108,"['crimes', 'evidence', 'victims', 'sentencing']","['theft', 'assault']",108
109,"['planets', 'atmosphere', 'diameter', 'moons']","['rocky', 'gaseous']",109
110,"['keys', 'tempo', 'chords', 'rhythm']","['pop', 'classical']",110
111,"['length', 'pattern', 'sleeves', 'buttons']","['shirts', 'pants']",111
112,"['price', 'occupancy', 'location', 'amenities']","['hotels', 'motels']",112
113,"['precipitation', 'pressure', 'wind', 'visibility']","['spring', 'fall']",113
114,"['continents', 'leaders', 'religion', 'exports']","['europe', 'africa']",114
115,"['sodium', 'carbs', 'sugar', 'protein']","['snacks', 'meals']",115
116,"['acceleration', 'cargospace', 'mpg', 'handling']","['trucks', 'sedans']",116
117,"['boxoffice', 'genre', 'criticrating', 'releasedate']","['comedy', 'horror']",117
