,feature_names,category_names,task_id
0,"['length', 'width', 'height', 'weight', 'temperature', 'texture']","['furniture', 'food']",0
1,"['shape', 'color', 'size', 'pattern', 'texture', 'flavor']","['fruit', 'vegetable']",1
2,"['length', 'diameter', 'curvature', 'hardness', 'roughness', 'density']","['metal', 'wood']",2
3,"['legs', 'habitat', 'diet', 'size', 'fur', 'lifespan']","['mammal', 'reptile']",3
4,"['engine', 'doors', 'transmission', 'fueltype', 'seating', 'color']","['sedan', 'truck']",4
5,"['sodium', 'fat', 'protein', 'fiber', 'vitamins', 'calories']","['healthy', 'unhealthy']",5
6,"['rhythm', 'melody', 'tempo', 'dynamics', 'timbre', 'harmony']","['classical', 'pop']",6
7,"['consonants', 'vowels', 'syllables', 'tone', 'accent', 'grammar']","['English', 'French']",7
8,"['plot', 'characters', 'setting', 'genre', 'narrator', 'themes']","['fiction', 'nonfiction']",8
9,"['brushstrokes', 'composition', 'color', 'medium', 'style', 'subject']","['abstract', 'realism']",9
10,"['cloudtype', 'precipitation', 'temperature', 'pressure', 'wind', 'humidity']","['rain', 'sun']",10
11,"['dancing', 'singing', 'acting', 'comedy', 'magic', 'danger']","['varietyshow', 'drama']",11
12,"['processor', 'memory', 'graphics', 'storage', 'screen', 'battery']","['laptop', 'desktop']",12
13,"['planets', 'moons', 'stars', 'nebulae', 'galaxies', 'blackholes']","['solarsystem', 'deepspace']",13
14,"['legs', 'wings', 'antennae', 'eyes', 'thorax', 'abdomen']","['insect', 'arachnid']",14
15,"['germination', 'flowering', 'leaves', 'roots', 'stems', 'fruiting']","['annual', 'perennial']",15
16,"['beak', 'feet', 'plumage', 'size', 'habitat', 'migration']","['seabird', 'songbird']",16
17,"['pitch', 'tempo', 'dynamics', 'harmony', 'rhythm', 'expression']","['sonata', 'rondo']",17
18,"['nucleus', 'cytoplasm', 'membrane', 'mitochondria', 'vacuole', 'chloroplast']","['animalcell', 'plantcell']",18
19,"['electoralvotes', 'primarywins', 'policy', 'experience', 'publicspeaking', 'fundraising']","['Democrat', 'Republican']",19
20,"['cost', 'safety', 'reliability', 'speed', 'comfort', 'efficiency']","['car', 'plane']",20
21,"['bass', 'drums', 'guitar', 'keyboards', 'vocals', 'lyrics']","['rock', 'pop']",21
22,"['size', 'shape', 'weight', 'scent', 'texture', 'taste']","['fruit', 'vegetable']",22
23,"['plot', 'characters', 'setting', 'narrator', 'themes', 'style']","['mystery', 'romance']",23
24,"['appetite', 'activitylevel', 'shedding', 'size', 'lifespan', 'temperament']","['dog', 'cat']",24
25,"['crust', 'toppings', 'sauce', 'cheese', 'spices', 'bakingmethod']","['thincrust', 'deepdish']",25
26,"['length', 'chaptercount', 'genre', 'protagonist', 'antagonist', 'themes']","['novel', 'shortstory']",26
27,"['brushstrokes', 'composition', 'colorpalette', 'balance', 'contrast', 'perspective']","['portrait', 'landscape']",27
28,"['processorspeed', 'RAM', 'storage', 'screenresolution', 'batterylife', 'weight']","['laptop', 'desktop']",28
29,"['gravity', 'atmosphere', 'temperature', 'water', 'geology', 'biology']","['Earth-like', 'gasgiant']",29
30,"['acting', 'singing', 'comedy', 'dancing', 'illusions', 'stunts']","['musical', 'stand-up']",30
31,"['bass', 'drums', 'vocals', 'guitar', 'piano', 'lyrics']","['rock', 'pop']",31
32,"['shape', 'color', 'pattern', 'opacity', 'luster', 'hardness']","['metal', 'nonmetal']",32
33,"['habitat', 'diet', 'hibernation', 'size', 'fur', 'socialstructure']","['bear', 'deer']",33
34,"['enginesize', 'fueleconomy', 'seatingcapacity', 'cargospace', 'towingcapacity', 'off-roadability']","['truck', 'SUV']",34
35,"['texture', 'shape', 'color', 'flavor', 'origin', 'preparation']","['pasta', 'rice']",35
36,"['meter', 'rhyme', 'imagery', 'theme', 'diction', 'tone']","['sonnet', 'freeverse']",36
37,"['exoplanets', 'stars', 'galaxies', 'nebulae', 'blackholes', 'darkmatter']","['celestial', 'galactic']",37
38,"['flowers', 'fruits', 'leaves', 'stems', 'roots', 'seeds']","['dicot', 'monocot']",38
39,"['beakshape', 'plumage', 'migratorypattern', 'habitat', 'diet', 'matingritual']","['waterfowl', 'songbird']",39
40,"['processor', 'RAM', 'storage', 'display', 'battery', 'ports']","['laptop', 'desktop']",40
41,"['crust', 'sauce', 'toppings', 'cheese', 'herbs', 'bakingstyle']","['Neapolitan', 'Chicago']",41
42,"['characters', 'setting', 'plot', 'narrator', 'themes', 'structure']","['fiction', 'nonfiction']",42
43,"['legs', 'wings', 'thorax', 'abdomen', 'antennae', 'nestingbehavior']","['wasp', 'fly']",43
44,"['climate', 'altitude', 'soil', 'irrigation', 'pests', 'yields']","['grain', 'vegetable']",44
