,feature_names,category_names,task_id
0,"['length', 'width', 'height']","['furniture', 'vehicles']",0
1,"['brightness', 'saturation', 'hue']","['flowers', 'gemstones']",1
2,"['pitch', 'tempo', 'keys']","['classical', 'pop']",2
3,"['legs', 'wings', 'fins']","['mammals', 'birds']",3
4,"['sugar', 'fat', 'protein']","['healthy', 'unhealthy']",4
5,"['voltage', 'current', 'resistance']","['conductors', 'insulators']",5
6,"['mass', 'volume', 'density']","['solids', 'liquids']",6
7,"['acidity', 'temperature', 'viscosity']","['sauces', 'beverages']",7
8,"['consonants', 'vowels', 'syllables']","['English', 'Spanish']",8
9,"['charge', 'spin', 'mass']","['particles', 'elements']",9
10,"['claws', 'fangs', 'scales']","['predators', 'prey']",10
11,"['leaves', 'branches', 'roots']","['deciduous', 'coniferous']",11
12,"['lithium', 'sodium', 'potassium']","['alkali', 'alkalineearth']",12
13,"['hydrophillic', 'hydrophobic', 'charge']","['polar', 'nonpolar']",13
14,"['magnitude', 'latitude', 'longitude']","['countries', 'cities']",14
15,"['bass', 'treble', 'volume']","['headphones', 'speakers']",15
16,"['crispness', 'sweetness', 'tartness']","['apples', 'citrus']",16
17,"['cylinders', 'rotors', 'casings']","['engines', 'generators']",17
18,"['crust', 'sauce', 'topping']","['pizzas', 'pastas']",18
19,"['range', 'firerate', 'magazine']","['rifles', 'handguns']",19
20,"['fibers', 'dyes', 'fabrics']","['natural', 'synthetic']",20
21,"['ram', 'cpu', 'gpu']","['desktops', 'laptops']",21
22,"['length', 'diameter', 'hardness']","['drills', 'saws']",22
23,"['gooey', 'crunchy', 'chewy']","['candies', 'snacks']",23
24,"['sandy', 'silty', 'clayey']","['sediments', 'igneous']",24
25,"['legs', 'antennae', 'wings']","['insects', 'arachnids']",25
26,"['iron', 'carbon', 'chromium']","['alloys', 'composites']",26
27,"['sodium', 'nitrates', 'phosphates']","['fertilizers', 'pesticides']",27
28,"['frequency', 'amplitude', 'phase']","['signals', 'noise']",28
29,"['torque', 'displacement', 'rpm']","['engines', 'motors']",29
30,"['ports', 'protocols', 'encryption']","['networks', 'security']",30
31,"['length', 'flexibility', 'grip']","['shafts', 'heads']",31
32,"['carbonation', 'hops', 'abv']","['lagers', 'ales']",32
33,"['range', 'damage', 'rateoffire']","['assault', 'sniper']",33
34,"['protein', 'carbs', 'fat']","['meals', 'snacks']",34
35,"['reps', 'sets', 'weight']","['strength', 'cardio']",35
