,feature_names,category_names,task_id
0,"['length', 'width', 'height', 'weight', 'color', 'texture']","['furniture', 'vehicles']",0
1,"['size', 'shape', 'material', 'pattern', 'temperature', 'hardness']","['rocks', 'gems']",1
2,"['legs', 'wings', 'habitat', 'diet', 'predators', 'lifespan']","['mammals', 'birds']",2
3,"['engine', 'transmission', 'brakes', 'suspension', 'steering', 'tires']","['sedans', 'trucks']",3
4,"['sodium', 'calories', 'protein', 'sugar', 'fiber', 'fat']","['healthyfoods', 'junkfoods']",4
5,"['country', 'language', 'religion', 'climate', 'economy', 'government']","['developednations', 'developingnations']",5
6,"['speed', 'maneuverability', 'armor', 'firepower', 'crew', 'range']","['tanks', 'fighters']",6
7,"['rhythm', 'melody', 'harmony', 'timbre', 'tempo', 'lyrics']","['popsongs', 'classicalmusic']",7
8,"['protons', 'electrons', 'neutrons', 'spin', 'charge', 'mass']","['metals', 'nonmetals']",8
9,"['latitude', 'longitude', 'elevation', 'precipitation', 'temperature', 'biome']","['forests', 'deserts']",9
10,"['plot', 'characters', 'setting', 'theme', 'tone', 'style']","['dramas', 'comedies']",10
11,"['CPU', 'RAM', 'storage', 'graphics', 'display', 'battery']","['laptops', 'desktops']",11
12,"['direction', 'distance', 'speed', 'acceleration', 'mass', 'force']","['linearmotion', 'rotationalmotion']",12
13,"['nucleotides', 'chromosomes', 'phenotype', 'genotype', 'alleles', 'dominance']","['plants', 'animals']",13
14,"['income', 'occupation', 'education', 'location', 'age', 'familysize']","['upperclass', 'lowerclass']",14
15,"['viscosity', 'volatility', 'pH', 'solubility', 'meltingpoint', 'density']","['acids', 'bases']",15
16,"['premises', 'conclusion', 'validity', 'soundness', 'forms', 'fallacies']","['goodarguments', 'badarguments']",16
17,"['roots', 'stems', 'leaves', 'flowers', 'seeds', 'fruits']","['floweringplants', 'nonfloweringplants']",17
18,"['pitch', 'rhythm', 'timbre', 'volume', 'texture', 'harmony']","['consonance', 'dissonance']",18
19,"['characters', 'plot', 'setting', 'theme', 'pointofview', 'style']","['fiction', 'nonfiction']",19
20,"['erosion', 'deposition', 'weathering', 'faulting', 'folding', 'metamorphism']","['igneous', 'sedimentary']",20
21,"['price', 'quantity', 'supply', 'demand', 'elasticity', 'competition']","['microeconomics', 'macroeconomics']",21
22,"['valence', 'atomicradius', 'electronegativity', 'ionizationenergy', 'meltingpoint', 'boilingpoint']","['metals', 'nonmetals']",22
23,"['fossils', 'adaptation', 'diversity', 'speciation', 'extinction', 'biogeography']","['vertebrates', 'invertebrates']",23
24,"['amplitude', 'frequency', 'wavelength', 'speed', 'interference', 'diffraction']","['light', 'sound']",24
25,"['line', 'shape', 'space', 'color', 'texture', 'form']","['representationalart', 'abstractart']",25
26,"['plot', 'characters', 'setting', 'narrator', 'theme', 'style']","['mysteries', 'romances']",26
27,"['circumference', 'diameter', 'radius', 'area', 'surfacearea', 'volume']","['circles', 'spheres']",27
28,"['species', 'habitat', 'diet', 'longevity', 'predators', 'conservationstatus']","['endangered', 'threatened']",28
29,"['cytoplasm', 'membrane', 'nucleus', 'mitochondria', 'chloroplasts', 'vacuole']","['plantcells', 'animalcells']",29
30,"['arithmetic', 'algebra', 'geometry', 'trigonometry', 'calculus', 'statistics']","['math', 'science']",30
31,"['rainfall', 'humidity', 'windspeed', 'airpressure', 'temperature', 'cloudcover']","['coldfronts', 'warmfronts']",31
32,"['producer', 'consumer', 'decomposer', 'photosynthesis', 'respiration', 'nutrientcycle']","['ecosystem', 'community']",32
33,"['mass', 'volume', 'density', 'state', 'heat', 'pressure']","['solids', 'liquids']",33
34,"['niche', 'competition', 'symbiosis', 'predation', 'parasitism', 'mutualism']","['ecology', 'behavior']",34
35,"['plot', 'setting', 'characters', 'pointofview', 'symbolism', 'themes']","['novels', 'shortstories']",35
36,"['rhyme', 'meter', 'imagery', 'figurativelanguage', 'tone', 'speaker']","['lyricpoems', 'narrativepoems']",36
37,"['protons', 'electrons', 'neutrons', 'atomicnumber', 'atomicmass', 'isotopes']","['elements', 'compounds']",37
38,"['premise', 'evidence', 'warrant', 'claim', 'rebuttal', 'impact']","['affirmativearguments', 'negativearguments']",38
39,"['circumference', 'radius', 'diameter', 'arc', 'tangent', 'sine']","['circles', 'trigonometry']",39
40,"['oxygenation', 'perfusion', 'metabolism', 'excretion', 'homeostasis', 'motility']","['respiration', 'circulation']",40
41,"['oxidation', 'polymerization', 'hydrolysis', 'dehydrogenation', 'decarboxylation', 'esterification']","['organicreactions', 'inorganicreactions']",41
42,"['phonemes', 'morphemes', 'syntax', 'semantics', 'pragmatics', 'discourse']","['linguistics', 'communication']",42
43,"['redbloodcells', 'whitebloodcells', 'platelets', 'plasma', 'antibodies', 'antigens']","['immunesystem', 'lymphaticsystem']",43
44,"['interval', 'chord', 'scale', 'cadence', 'harmony', 'melody']","['Westernmusic', 'non-Westernmusic']",44
45,"['protons', 'neutrons', 'electrons', 'atomicnumber', 'massnumber', 'isotopes']","['atoms', 'ions']",45
46,"['premise', 'evidence', 'inference', 'fallacy', 'deductive', 'inductive']","['validargument', 'invalidargument']",46
47,"['characters', 'setting', 'plot', 'conflict', 'climax', 'resolution']","[""children'sbooks"", 'adultbooks']",47
48,"['mass', 'acceleration', 'velocity', 'displacement', 'force', 'momentum']","['kinetics', 'dynamics']",48
