,feature_names,category_names,task_id
0,"['length', 'width', 'color', 'texture']","['fruits', 'vegetables']",0
1,"['size', 'shape', 'pattern', 'material']","['birds', 'mammals']",1
2,"['height', 'width', 'color', 'style']","['cars', 'trucks']",2
3,"['length', 'weight', 'color', 'material']","['fish', 'reptiles']",3
4,"['size', 'shape', 'texture', 'flavor']","['candy', 'snacks']",4
5,"['volume', 'scent', 'color', 'consistency']","['soups', 'salads']",5
6,"['pitch', 'tempo', 'genre', 'vocals']","['rock', 'pop']",6
7,"['diameter', 'curvature', 'markings', 'texture']","['coins', 'buttons']",7
8,"['legs', 'eyes', 'wings', 'antennae']","['insects', 'arachnids']",8
9,"['claws', 'fur', 'spots', 'stripes']","['felines', 'canines']",9
10,"['pages', 'binding', 'illustrations', 'font']","['fiction', 'nonfiction']",10
11,"['instruments', 'tempo', 'vocals', 'lyrics']","['classical', 'modern']",11
12,"['altitude', 'speed', 'size', 'range']","['jets', 'propeller']",12
13,"['processor', 'RAM', 'storage', 'graphics']","['laptops', 'desktops']",13
14,"['length', 'pattern', 'material', 'hardware']","['dresses', 'shirts']",14
15,"['wheels', 'doors', 'roof', 'seats']","['sedans', 'SUVs']",15
16,"['blades', 'grip', 'weight', 'sheath']","['daggers', 'swords']",16
17,"['beat', 'lyrics', 'vocals', 'genre']","['hiphop', 'country']",17
18,"['protein', 'carbs', 'fat', 'fiber']","['healthy', 'unhealthy']",18
19,"['size', 'icing', 'fillings', 'shape']","['cupcakes', 'cookies']",19
20,"['legs', 'habitat', 'diet', 'size']","['rodents', 'marsupials']",20
21,"['beak', 'habitat', 'migration', 'color']","['seabirds', 'songbirds']",21
22,"['baths', 'bedrooms', 'garage', 'yard']","['smallhomes', 'largehomes']",22
23,"['climate', 'terrain', 'flora', 'fauna']","['forests', 'deserts']",23
24,"['plot', 'characters', 'genre', 'author']","['mysteries', 'romances']",24
25,"['keys', 'strings', 'size', 'wood']","['pianos', 'guitars']",25
26,"['length', 'pattern', 'fit', 'fabric']","['pants', 'shorts']",26
27,"['distance', 'elevation', 'hazards', 'par']","['easycourses', 'hardcourses']",27
28,"['engine', 'transmission', 'wheelbase', 'bed']","['compacttrucks', 'full-sizetrucks']",28
29,"['megapixels', 'zoom', 'video', 'size']","['point-and-shoot', 'DSLR']",29
30,"['bass', 'percussion', 'vocals', 'lyrics']","['rock', 'pop']",30
31,"['proof', 'origin', 'flavor', 'color']","['beers', 'wines']",31
32,"['cushions', 'height', 'fabric', 'color']","['chairs', 'sofas']",32
33,"['numerals', 'functions', 'battery', 'display']","['basiccalculators', 'scientificcalculators']",33
34,"['prestige', 'variety', 'price', 'age']","['cheapwines', 'finewines']",34
35,"['fuzz', 'weight', 'flexibility', 'balance']","['beginnerrackets', 'advancedrackets']",35
36,"['power', 'memory', 'battery', 'screensize']","['budgetphones', 'flagshipphones']",36
37,"['countries', 'cities', 'landscapes', 'eras']","['history', 'geography']",37
38,"['duration', 'choreography', 'music', 'costumes']","['ballet', 'modern']",38
39,"['megapixels', 'zoom', 'batterylife', 'size']","['amateurs', 'professionals']",39
40,"['prestige', 'taste', 'price', 'vintage']","['cheapcigars', 'premiumcigars']",40
41,"['countries', 'capitals', 'leaders', 'languages']","['oldworld', 'newworld']",41
42,"['composition', 'balance', 'tone', 'brushstrokes']","['realism', 'abstraction']",42
43,"['prestige', 'taste', 'price', 'origin']","['cheapcoffee', 'gourmetcoffee']",43
44,"['countries', 'landmarks', 'eras', 'cultures']","['ancient', 'modern']",44
45,"['cruising', 'towing', 'seating', 'mpg']","['familycars', 'trucks']",45
46,"['proof', 'taste', 'price', 'origin']","['wellspirits', 'topshelf']",46
47,"['body', 'complexity', 'finish', 'prestige']","['tablewines', 'finewines']",47
48,"['actors', 'director', 'genre', 'awards']","['indiefilms', 'blockbusters']",48
49,"['ingredients', 'preparation', 'taste', 'price']","['fastfood', 'gourmet']",49
50,"['texture', 'pattern', 'drape', 'warmth']","['wintercoats', 'summercoats']",50
51,"['megapixels', 'storage', 'size', 'price']","['hobbyists', 'professionals']",51
52,"['prestige', 'complexity', 'taste', 'price']","['cheapscotch', 'agedscotch']",52
53,"['proof', 'ingredients', 'taste', 'origin']","['cocktails', 'shots']",53
54,"['prestige', 'comfort', 'mpg', 'price']","['economycars', 'luxurycars']",54
55,"['actors', 'director', 'genre', 'setting']","['dramas', 'comedies']",55
56,"['body', 'acidity', 'aroma', 'price']","['inexpensivewine', 'finewine']",56
57,"['countries', 'landmarks', 'transportation', 'lodging']","['budgettravel', 'luxurytravel']",57
58,"['cushion', 'adjustability', 'upholstery', 'price']","['basicofficechairs', 'ergonomicchairs']",58
59,"['prestige', 'blend', 'roast', 'price']","['cheapcoffee', 'gourmetcoffee']",59
60,"['proof', 'ingredients', 'garnish', 'glassware']","['basiccocktails', 'craftcocktails']",60
61,"['sharpness', 'steel', 'handle', 'price']","['homeknives', 'professionalknives']",61
62,"['countries', 'eras', 'battles', 'leaders']","['ancientwarfare', 'modernwarfare']",62
63,"['body', 'hoppiness', 'malt', 'price']","['cheapbeer', 'craftbeer']",63
64,"['actors', 'director', 'writing', 'cinematography']","['amateurfilms', 'criticallyacclaimed']",64
65,"['verses', 'theme', 'rhyme', 'literarydevices']","['amateurpoetry', 'famouspoetry']",65
66,"['megapixels', 'aperture', 'shutterspeed', 'ISO']","['entry-level', 'professional']",66
67,"['prestige', 'cacao', 'origin', 'price']","['candybars', 'gourmetchocolate']",67
68,"['grapes', 'aging', 'oak', 'price']","['cheapwine', 'criticallyacclaimedwine']",68
69,"['countries', 'landmarks', 'transportation', 'attractions']","['backpacking', 'luxury']",69
70,"['sharpness', 'edgeretention', 'handle', 'price']","['budgetknives', 'high-endknives']",70
71,"['body', 'smokiness', 'peat', 'price']","['blendedscotch', 'singlemaltscotch']",71
72,"['origin', 'texture', 'creaminess', 'price']","['cheapcheese', 'artisanalcheese']",72
73,"['actors', 'visuals', 'writing', 'score']","['indiesci-fi', 'blockbustersci-fi']",73
74,"['hops', 'malt', 'adjuncts', 'price']","['domesticlagers', 'craftIPAs']",74
75,"['verses', 'wordplay', 'message', 'poet']","['amateurrap', 'famousrap']",75
76,"['cushion', 'adjustability', 'upholstery', 'price']","['basicchairs', 'designerchairs']",76
77,"['actors', 'chemistry', 'dialogue', 'visuals']","['indieromcoms', 'blockbusterromcoms']",77
78,"['countries', 'attractions', 'lodging', 'dining']","['backpackers', 'luxurytravelers']",78
79,"['sharpness', 'edgeretention', 'handle', 'price']","[""beginner'sknives"", 'expertknives']",79
80,"['origin', 'cacaopercentage', 'additions', 'price']","['candy', 'gourmet']",80
81,"['grapes', 'aging', 'oak', 'price']","['tablewine', 'collectiblewine']",81
82,"['places', 'eras', 'events', 'people']","['worldhistory', 'Americanhistory']",82
83,"['tuning', 'strings', 'size', 'woods']","['beginnerguitars', 'professionalguitars']",83
84,"['origin', 'flavor', 'strength', 'price']","['cheaptea', 'exotictea']",84
85,"['verses', 'imagery', 'form', 'poet']","['amateurpoetry', 'famouspoets']",85
86,"['sensor', 'lens', 'zoom', 'video']","['entry-level', 'professional']",86
87,"['origin', 'peat', 'cask', 'price']","['bottomshelf', 'topshelf']",87
88,"['actors', 'director', 'genre', 'setting']","['seriousfilms', 'lightheartedfilms']",88
89,"['sharpness', 'steel', 'handle', 'price']","['cheapknives', 'qualityknives']",89
90,"['countries', 'attractions', 'lodging', 'cuisine']","['thriftytravelers', 'indulgenttravelers']",90
91,"['grapes', 'region', 'vintage', 'price']","['inexpensivewines', 'celebratedwines']",91
92,"['origin', 'roast', 'acidity', 'price']","['cheapcoffee', 'artisanalcoffee']",92
93,"['proof', 'ingredients', 'garnish', 'glass']","['welldrinks', 'craftcocktails']",93
94,"['sensor', 'lens', 'stabilization', 'speed']","['hobbyistcameras', 'procameras']",94
95,"['origin', 'cocoapercentage', 'flavor', 'price']","['massmarketchocolate', 'gourmetchocolate']",95
96,"['verses', 'wordplay', 'topic', 'artist']","['unsignedrappers', 'famousrappers']",96
97,"['materials', 'cushion', 'adjustability', 'price']","['basicofficechairs', 'high-endofficechairs']",97
98,"['actors', 'genre', 'director', 'visuals']","['low-budgethorror', 'big-budgethorror']",98
99,"['origin', 'aging', 'peat', 'price']","['blendedwhiskey', 'singlemaltwhiskey']",99
100,"['sharpness', 'steel', 'handle', 'price']","['householdknives', 'gourmetknives']",100
101,"['grapes', 'region', 'oak', 'price']","['cheapwines', 'premiumwines']",101
102,"['origin', 'recipe', 'proof', 'price']","['railliquor', 'topshelfliquor']",102
103,"['origin', 'leaves', 'steeping', 'price']","['cheaptea', 'exotictea']",103
104,"['tuning', 'strings', 'size', 'materials']","['beginnerukuleles', 'professionalukuleles']",104
105,"['sensor', 'lens', 'low-light', 'speed']","['entry-levelcameras', 'advancedcameras']",105
106,"['verses', 'wordplay', 'theme', 'poet']","['amateurpoets', 'famouspoets']",106
107,"['origin', 'aging', 'cask', 'price']","['blendedwhiskey', 'singlemaltwhiskey']",107
108,"['grapes', 'region', 'vintage', 'price']","['quaffablewines', 'seriouswines']",108
109,"['actors', 'chemistry', 'dialogue', 'genre']","['romanticcomedies', 'actionmovies']",109
110,"['sharpness', 'steel', 'handle', 'price']","['bargainknives', 'qualityknives']",110
111,"['origin', 'cocoa', 'milk', 'price']","['cheapchocolate', 'artisanalchocolate']",111
112,"['tuning', 'strings', 'size', 'materials']","['starterguitars', 'expertguitars']",112
113,"['sensor', 'lens', 'stabilization', 'speed']","['beginnercameras', 'pro-levelcameras']",113
114,"['origin', 'leaves', 'steeping', 'price']","['basictea', 'exotictea']",114
115,"['materials', 'cushion', 'adjustability', 'price']","['bargainofficechairs', 'ergonomicofficechairs']",115
116,"['grapes', 'region', 'oak', 'price']","['inexpensivewine', 'celebratedwine']",116
117,"['actors', 'visuals', 'soundtrack', 'genre']","['low-budgetsci-fi', 'blockbustersci-fi']",117
118,"['verses', 'rhyme', 'topic', 'artist']","['amateurrappers', 'acclaimedrappers']",118
119,"['sharpness', 'edgeretention', 'handle', 'price']","['entry-levelknives', 'high-endknives']",119
120,"['origin', 'cacao', 'additions', 'price']","['everydaychocolate', 'gourmetchocolate']",120
121,"['sensor', 'lens', 'stabilization', 'speed']","['hobbyistDSLRs', 'professionalDSLRs']",121
122,"['proof', 'taste', 'rarity', 'price']","['wellliquor', 'topshelfliquor']",122
123,"['actors', 'chemistry', 'director', 'genre']","['offbeatromcoms', 'mainstreamromcoms']",123
124,"['origin', 'recipe', 'aging', 'price']","['railwhiskey', 'premiumwhiskey']",124
125,"['grapes', 'region', 'aging', 'price']","['drinkablewines', 'finewines']",125
126,"['tuning', 'strings', 'materials', 'size']","['beginneracoustics', 'proacoustics']",126
127,"['origin', 'fermentation', 'hops', 'price']","['cheapbeers', 'craftbeers']",127
128,"['verses', 'punchlines', 'flow', 'artist']","['amateurhiphop', 'platinumhiphop']",128
129,"['origin', 'leaves', 'oxidation', 'price']","['everydaytea', 'high-endtea']",129
130,"['materials', 'adjustments', 'cushioning', 'price']","['basicofficechairs', 'designerofficechairs']",130
131,"['actors', 'visuals', 'director', 'genre']","['culthorrorfilms', 'mainstreamhorrorfilms']",131
132,"['origin', 'leaves', 'oxidation', 'price']","['bargaintea', 'exquisitetea']",132
133,"['tuning', 'strings', 'materials', 'size']","['learnerguitars', 'virtuosoguitars']",133
134,"['actors', 'director', 'visuals', 'genre']","['seriousdramas', 'lightheartedcomedies']",134
135,"['grapes', 'terroir', 'oak', 'price']","['inexpensivewines', 'esteemedwines']",135
136,"['origin', 'cocoa', 'milk', 'price']","['mainstreamchocolate', 'artisanalchocolate']",136
137,"['origin', 'aging', 'recipe', 'price']","['railbourbon', 'smallbatchbourbon']",137
138,"['sensor', 'optics', 'stabilization', 'speed']","['hobbyistcameras', 'professionalcameras']",138
139,"['verses', 'imagery', 'form', 'poet']","['amateurpoets', 'renownedpoets']",139
140,"['sensor', 'lens', 'stabilization', 'ISO']","['entrycameras', 'expertcameras']",140
141,"['origin', 'aging', 'peat', 'price']","['blendedscotch', 'singlemaltscotch']",141
142,"['materials', 'adjustments', 'cushioning', 'price']","['basicchairs', 'high-endchairs']",142
143,"['grapes', 'region', 'vintage', 'price']","['cheapwine', 'criticallyacclaimedwine']",143
144,"['actors', 'visuals', 'director', 'genre']","['microbudgetsci-fi', 'bigbudgetsci-fi']",144
145,"['origin', 'fermentation', 'taste', 'price']","['macrolagers', 'microbrews']",145
146,"['tuning', 'strings', 'woods', 'size']","['noviceukuleles', 'virtuosoukuleles']",146
147,"['sensor', 'optics', 'speed', 'stabilization']","['beginnercameras', 'professionalcameras']",147
148,"['verses', 'wordplay', 'flow', 'artist']","['unsignedhiphop', 'mainstreamhiphop']",148
149,"['origin', 'recipe', 'aging', 'price']","['railbourbon', 'smallbatchbourbon']",149
150,"['actors', 'chemistry', 'genre', 'visuals']","['indiecomedies', 'Hollywoodcomedies']",150
151,"['grapes', 'region', 'aging', 'price']","['quaffablewines', 'collectorwines']",151
152,"['origin', 'recipe', 'distillation', 'price']","['wellgin', 'craftgin']",152
153,"['tuning', 'strings', 'size', 'woods']","['starteracoustics', 'proacoustics']",153
154,"['sensor', 'optics', 'ISO', 'speed']","['entryDSLRs', 'expertDSLRs']",154
155,"['verses', 'imagery', 'form', 'reputation']","['amateurpoets', 'renownedpoets']",155
156,"['origin', 'cacao', 'milk', 'price']","['mass-marketchocolate', 'artisanalchocolate']",156
157,"['actors', 'soundtrack', 'visuals', 'genre']","['culthorror', 'mainstreamhorror']",157
158,"['origin', 'aging', 'flavor', 'price']","['blendedwhiskey', 'singlemaltwhiskey']",158
159,"['materials', 'adjustments', 'lumbarsupport', 'price']","['basicchairs', 'ergonomicchairs']",159
160,"['sensor', 'lens', 'stabilization', 'low-light']","['hobbyistcameras', 'professionalcameras']",160
161,"['origin', 'aging', 'peat', 'price']","['bottomshelfwhiskey', 'topshelfwhiskey']",161
162,"['grapes', 'region', 'aging', 'price']","['bargainwine', 'criticallyacclaimedwine']",162
163,"['tuning', 'materials', 'size', 'strings']","['beginnerguitars', 'virtuosoguitars']",163
164,"['verses', 'metaphors', 'form', 'poet']","['amateurpoetry', 'famouspoets']",164
165,"['sensor', 'optics', 'stabilization', 'resolution']","['entrycameras', 'expertcameras']",165
166,"['origin', 'beans', 'brewing', 'price']","['cheapcoffee', 'artisanalcoffee']",166
167,"['origin', 'cacao', 'additions', 'price']","['massmarketchocolate', 'gourmetchocolate']",167
168,"['grapes', 'terroir', 'oak', 'price']","['quaffablewines', 'esteemedwines']",168
169,"['actors', 'director', 'genre', 'visuals']","['cerebralsci-fi', 'popcornsci-fi']",169
170,"['origin', 'aging', 'cask', 'price']","['entryscotch', 'connoisseurscotch']",170
171,"['tuning', 'strings', 'size', 'materials']","['noviceguitars', 'expertguitars']",171
172,"['sensor', 'optics', 'video', 'stabilization']","['hobbyistcameras', 'procameras']",172
173,"['verses', 'rhyme', 'imagery', 'reputation']","['amateurrappers', 'renownedrappers']",173
174,"['origin', 'recipe', 'aging', 'price']","['cheapbourbon', 'premiumbourbon']",174
175,"['materials', 'adjustability', 'lumbarsupport', 'price']","['basicofficechairs', 'ergonomicofficechairs']",175
176,"['grapes', 'region', 'aging', 'price']","['inexpensivewine', 'premiumwine']",176
177,"['actors', 'chemistry', 'writing', 'genre']","['indiedramas', 'Hollywooddramas']",177
178,"['origin', 'cocoapercentage', 'additions', 'price']","['mainstreamchocolate', 'luxurychocolate']",178
179,"['tuning', 'strings', 'woods', 'construction']","['beginnerguitars', 'concertguitars']",179
180,"['sensor', 'optics', 'stabilization', 'ISO']","['entryDSLRs', 'professionalDSLRs']",180
181,"['origin', 'recipe', 'distillation', 'price']","['wellvodka', 'premiumvodka']",181
182,"['verses', 'imagery', 'form', 'reputation']","['amateurpoetry', 'criticallyacclaimedpoetry']",182
183,"['grapes', 'terroir', 'oak', 'price']","['cheapwines', 'celebratedwines']",183
184,"['origin', 'leaves', 'oxidation', 'price']","['basictea', 'high-endtea']",184
185,"['actors', 'chemistry', 'genre', 'visuals']","['indiecomedies', 'Hollywoodcomedies']",185
186,"['tuning', 'strings', 'size', 'woods']","['noviceukuleles', 'virtuosoukuleles']",186
187,"['origin', 'beans', 'roast', 'price']","['cheapcoffee', 'artisanalcoffee']",187
188,"['sensor', 'optics', 'stabilization', 'resolution']","['hobbyistcameras', 'expertcameras']",188
189,"['origin', 'aging', 'flavor', 'price']","['lower-endwhiskey', 'premiumwhiskey']",189
190,"['verses', 'wordplay', 'message', 'reputation']","['unsignedrappers', 'platinumrappers']",190
