,feature_names,category_names,task_id
0,"['color', 'shape', 'size', 'texture']","['fruits', 'vegetables']",0
1,"['length', 'width', 'height', 'weight']","['cars', 'trucks']",1
2,"['tone', 'pitch', 'tempo', 'volume']","['happysongs', 'sadsongs']",2
3,"['country', 'decade', 'genre', 'mood']","['popmusic', 'rockmusic']",3
4,"['sharpness', 'bitterness', 'sourness', 'sweetness']","['citrusfruits', 'berries']",4
5,"['sodium', 'calories', 'fat', 'protein']","['healthyfoods', 'junkfoods']",5
6,"['hue', 'saturation', 'brightness', 'contrast']","['warmcolors', 'coolcolors']",6
7,"['hardness', 'ductility', 'luster', 'density']","['metals', 'nonmetals']",7
8,"['legs', 'wings', 'habitat', 'diet']","['mammals', 'birds']",8
9,"['consonants', 'vowels', 'syllables', 'stress']","['Englishwords', 'Spanishwords']",9
10,"['charge', 'spin', 'mass', 'halflife']","['stableparticles', 'unstableparticles']",10
11,"['amplitude', 'frequency', 'phase', 'polarity']","['soundwaves', 'radiowaves']",11
12,"['valence', 'atomicradius', 'electronegativity', 'ionizationenergy']","['metals', 'nonmetals']",12
13,"['sepals', 'petals', 'stamen', 'pistil']","['monocots', 'dicots']",13
14,"['agents', 'actions', 'patients', 'settings']","['transitiveevents', 'intransitiveevents']",14
15,"['mass', 'velocity', 'acceleration', 'momentum']","['movingobjects', 'stationaryobjects']",15
16,"['capital', 'population', 'area', 'language']","['largecountries', 'smallcountries']",16
17,"['nucleicacids', 'lipids', 'proteins', 'carbohydrates']","['organiccompounds', 'inorganiccompounds']",17
18,"['premise', 'conclusion', 'validity', 'soundness']","['strongarguments', 'weakarguments']",18
19,"['latitude', 'longitude', 'elevation', 'precipitation']","['mountains', 'plains']",19
20,"['nucleons', 'isotopes', 'halflife', 'abundance']","['naturalelements', 'syntheticelements']",20
21,"['adjectives', 'verbs', 'nouns', 'articles']","['Englishsentences', 'Frenchsentences']",21
22,"['length', 'diameter', 'curvature', 'angle']","['lines', 'circles']",22
23,"['redbloodcells', 'whitebloodcells', 'platelets', 'plasma']","['bloodcomponents', 'bloodproducts']",23
24,"['order', 'family', 'genus', 'species']","['mammals', 'reptiles']",24
25,"['mass', 'charge', 'spin', 'isospin']","['fermions', 'bosons']",25
26,"['amplitude', 'frequency', 'waveform', 'harmonics']","['simplesounds', 'complexsounds']",26
27,"['premise', 'assumption', 'conclusion', 'validity']","['deductivearguments', 'inductivearguments']",27
28,"['length', 'width', 'symmetry', 'folding']","['alphahelices', 'betasheets']",28
29,"['habitat', 'diet', 'lifespan', 'size']","['herbivores', 'carnivores']",29
30,"['periodicity', 'atomicradius', 'electronegativity', 'electronaffinity']","['reactiveelements', 'noblegases']",30
31,"['rhymescheme', 'meter', 'verseform', 'theme']","['sonnets', 'freeverse']",31
32,"['image', 'caption', 'width', 'height']","['largeimages', 'smallimages']",32
33,"['clauses', 'phrases', 'sentences', 'paragraphs']","['prose', 'poetry']",33
34,"['hue', 'chroma', 'value', 'temperature']","['warmcolors', 'coolcolors']",34
35,"['length', 'energy', 'spin', 'charm']","['leptons', 'hadrons']",35
36,"['occurrences', 'outcomes', 'samplesize', 'distribution']","['commonevents', 'rareevents']",36
37,"['nucleus', 'electrons', 'protons', 'neutrons']","['atoms', 'molecules']",37
38,"['premises', 'assumptions', 'implications', 'conclusions']","['soundarguments', 'unsoundarguments']",38
39,"['place', 'manner', 'voice', 'nounendings']","['regularverbs', 'irregularverbs']",39
40,"['length', 'width', 'symmetry', 'complexity']","['simpleshapes', 'complexshapes']",40
41,"['habitat', 'locomotion', 'outercovering', 'circulatorysystem']","['vertebrates', 'invertebrates']",41
42,"['mass', 'charge', 'half-life', 'decaymode']","['stableisotopes', 'radioactiveisotopes']",42
43,"['plot', 'setting', 'characters', 'theme']","['novels', 'shortstories']",43
44,"['length', 'width', 'angles', 'area']","['rectangles', 'non-rectangles']",44
45,"['premise', 'assumption', 'inference', 'conclusion']","['validarguments', 'invalidarguments']",45
46,"['texture', 'moisture', 'nutrients', 'pH']","['fertilesoils', 'infertilesoils']",46
47,"['producers', 'primaryconsumers', 'secondaryconsumers', 'decomposers']","['foodchains', 'foodwebs']",47
48,"['figure', 'ground', 'shape', 'color']","['objectimages', 'backgroundimages']",48
49,"['plot', 'setting', 'characters', 'theme']","['comedies', 'tragedies']",49
50,"['variables', 'parameters', 'inputs', 'outputs']","['linearsystems', 'nonlinearsystems']",50
51,"['mass', 'charge', 'spin', 'half-life']","['matterparticles', 'antimatterparticles']",51
52,"['premise', 'assumption', 'inference', 'conclusion']","['deductivearguments', 'inductivearguments']",52
53,"['length', 'width', 'height', 'diameter']","['cubes', 'spheres']",53
54,"['habitat', 'locomotion', 'outercovering', 'lifecycle']","['insects', 'arachnids']",54
55,"['adjectives', 'adverbs', 'nouns', 'verbs']","['simplesentences', 'complexsentences']",55
56,"['atoms', 'molecules', 'ions', 'compounds']","['mixtures', 'puresubstances']",56
57,"['rhyme', 'meter', 'form', 'theme']","['lyricpoems', 'narrativepoems']",57
58,"['producers', 'consumers', 'decomposers', 'habitat']","['marineecosystems', 'forestecosystems']",58
59,"['length', 'width', 'diameter', 'curvature']","['lines', 'circles']",59
60,"['imgwidth', 'imgheight', 'alttext', 'filesize']","['largeimgs', 'smallimgs']",60
61,"['rhyme', 'meter', 'form', 'theme']","['sonnets', 'freeverse']",61
62,"['variables', 'parameters', 'domain', 'range']","['linearfunctions', 'nonlinearfunctions']",62
63,"['premises', 'conclusions', 'validity', 'soundness']","['strongarguments', 'weakarguments']",63
64,"['length', 'width', 'height', 'faces']","['cubes', 'spheres']",64
65,"['habitat', 'diet', 'lifespan', 'size']","['herbivores', 'carnivores']",65
66,"['pitch', 'timbre', 'harmony', 'rhythm']","['consonantchords', 'dissonantchords']",66
67,"['variables', 'parameters', 'domain', 'codomain']","['functions', 'relations']",67
68,"['premise', 'assumption', 'inference', 'conclusion']","['soundarguments', 'unsoundarguments']",68
69,"['petals', 'stamen', 'pistil', 'leaves']","['floweringplants', 'nonfloweringplants']",69
70,"['length', 'width', 'height', 'faces']","['cubes', 'spheres']",70
71,"['premise', 'assumption', 'inference', 'conclusion']","['validarguments', 'invalidarguments']",71
72,"['length', 'width', 'faces', 'vertices']","['cubes', 'pyramids']",72
73,"['variables', 'parameters', 'domain', 'range']","['linearequations', 'quadraticequations']",73
74,"['habitat', 'diet', 'size', 'socialstructure']","['mammals', 'reptiles']",74
75,"['pitch', 'melody', 'harmony', 'rhythm']","['majorkeys', 'minorkeys']",75
76,"['subject', 'object', 'verb', 'adjective']","['Englishsentences', 'Frenchsentences']",76
77,"['mass', 'charge', 'half-life', 'decaymode']","['metals', 'nonmetals']",77
78,"['rhyme', 'meter', 'form', 'figurativelanguage']","['lyricpoems', 'narrativepoems']",78
79,"['habitat', 'locomotion', 'segmentation', 'respiration']","['annelids', 'arthropods']",79
80,"['nucleus', 'electrons', 'neutrons', 'mass']","['atoms', 'molecules']",80
81,"['variables', 'constants', 'coefficients', 'solutions']","['linearsystems', 'nonlinearsystems']",81
82,"['producers', 'primaryconsumers', 'secondaryconsumers', 'decomposers']","['foodchains', 'foodwebs']",82
83,"['premise', 'assumption', 'inference', 'conclusion']","['deductivearguments', 'inductivearguments']",83
84,"['length', 'width', 'height', 'volume']","['cubes', 'spheres']",84
85,"['subject', 'object', 'verb', 'adjective']","['simplesentences', 'complexsentences']",85
86,"['habitat', 'diet', 'size', 'lifespan']","['herbivores', 'carnivores']",86
87,"['rhyme', 'meter', 'form', 'theme']","['ballads', 'odes']",87
88,"['variables', 'parameters', 'domain', 'range']","['linearfunctions', 'nonlinearfunctions']",88
89,"['length', 'width', 'area', 'perimeter']","['squares', 'non-squares']",89
90,"['pitch', 'duration', 'timbre', 'loudness']","['musicalnotes', 'chords']",90
91,"['habitat', 'locomotion', 'circulation', 'respiration']","['vertebrates', 'invertebrates']",91
92,"['mass', 'charge', 'spin', 'parity']","['fermions', 'bosons']",92
93,"['premise', 'assumption', 'inference', 'conclusion']","['validarguments', 'invalidarguments']",93
94,"['length', 'width', 'symmetry', 'complexity']","['simpleshapes', 'complexshapes']",94
95,"['subject', 'verb', 'object', 'adjective']","['declarativesentences', 'interrogativesentences']",95
96,"['producers', 'primaryconsumers', 'secondaryconsumers', 'decomposers']","['foodchains', 'foodwebs']",96
97,"['rhyme', 'meter', 'form', 'theme']","['haikus', 'limericks']",97
98,"['variables', 'parameters', 'domain', 'range']","['linearequations', 'quadraticequations']",98
99,"['nucleus', 'electrons', 'neutrons', 'valence']","['atoms', 'ions']",99
100,"['habitat', 'diet', 'size', 'defense']","['herbivores', 'carnivores']",100
101,"['subject', 'verb', 'object', 'tense']","['presenttense', 'pasttense']",101
102,"['rhyme', 'meter', 'form', 'theme']","['odes', 'elegies']",102
103,"['variables', 'parameters', 'domain', 'range']","['algebraicexpressions', 'transcendentalexpressions']",103
104,"['nucleus', 'protons', 'electrons', 'neutrons']","['atoms', 'ions']",104
105,"['producers', 'consumers', 'decomposers', 'habitat']","['marineecosystems', 'desertecosystems']",105
106,"['rhyme', 'meter', 'form', 'theme']","['sonnets', 'villanelles']",106
107,"['variables', 'parameters', 'domain', 'range']","['polynomialfunctions', 'exponentialfunctions']",107
108,"['premise', 'assumption', 'inference', 'conclusion']","['deductivearguments', 'inductivearguments']",108
109,"['length', 'width', 'height', 'faces']","['cubes', 'spheres']",109
110,"['subject', 'verb', 'object', 'complement']","['simplesentences', 'compoundsentences']",110
111,"['habitat', 'diet', 'size', 'socialstructure']","['primates', 'rodents']",111
112,"['pitch', 'duration', 'timbre', 'texture']","['melodies', 'harmonies']",112
113,"['variables', 'parameters', 'domain', 'range']","['continuousfunctions', 'discretefunctions']",113
114,"['producers', 'primaryconsumers', 'secondaryconsumers', 'tertiaryconsumers']","['foodchains', 'foodwebs']",114
115,"['rhyme', 'meter', 'form', 'theme']","['odes', 'epics']",115
116,"['nucleus', 'protons', 'electrons', 'neutrons']","['atoms', 'ions']",116
117,"['premise', 'assumption', 'inference', 'qualifier']","['strongarguments', 'weakarguments']",117
118,"['length', 'width', 'height', 'volume']","['prisms', 'pyramids']",118
119,"['subject', 'verb', 'object', 'complement']","['declarativesentences', 'interrogativesentences']",119
120,"['habitat', 'locomotion', 'skeleton', 'digestion']","['amphibians', 'reptiles']",120
121,"['pitch', 'tempo', 'timbre', 'texture']","['fastsongs', 'slowsongs']",121
122,"['variables', 'constants', 'coefficients', 'degree']","['linearpolynomials', 'quadraticpolynomials']",122
123,"['premise', 'premises', 'conclusion', 'inference']","['validarguments', 'invalidarguments']",123
124,"['length', 'width', 'diameter', 'circumference']","['circles', 'non-circles']",124
125,"['rhyme', 'meter', 'form', 'theme']","['ballads', 'epics']",125
126,"['subject', 'verb', 'object', 'complement']","['simplesentences', 'compoundsentences']",126
127,"['producers', 'primaryconsumers', 'secondaryconsumers', 'tertiaryconsumers']","['foodwebs', 'ecologicalpyramids']",127
128,"['variables', 'parameters', 'domain', 'range']","['polynomialfunctions', 'trigonometricfunctions']",128
129,"['premise', 'premises', 'conclusion', 'counterexample']","['soundarguments', 'unsoundarguments']",129
130,"['habitat', 'locomotion', 'circulation', 'metabolism']","['endotherms', 'ectotherms']",130
131,"['pitch', 'interval', 'timbre', 'dynamics']","['melodies', 'harmonies']",131
132,"['mass', 'charge', 'half-life', 'decaymode']","['radioactiveisotopes', 'stableisotopes']",132
133,"['rhymescheme', 'meter', 'form', 'theme']","['lyricpoems', 'epicpoems']",133
134,"['variables', 'parameters', 'domain', 'codomain']","['mappings', 'homomorphisms']",134
135,"['premise', 'inference', 'implication', 'fallacy']","['validarguments', 'fallaciousarguments']",135
136,"['length', 'width', 'height', 'faces']","['prisms', 'antiprisms']",136
137,"['subject', 'verb', 'object', 'complement']","['independentclauses', 'dependentclauses']",137
138,"['producers', 'primaryconsumers', 'secondaryconsumers', 'tertiaryconsumers']","['foodwebs', 'ecologicalpyramids']",138
139,"['pitch', 'tempo', 'timbre', 'texture']","['consonantintervals', 'dissonantintervals']",139
140,"['variables', 'parameters', 'domain', 'range']","['algebraicfunctions', 'transcendentalfunctions']",140
141,"['premise', 'premises', 'conclusion', 'counterexample']","['deductivearguments', 'inductivearguments']",141
142,"['petals', 'stamen', 'pistil', 'leaves']","['angiosperms', 'gymnosperms']",142
143,"['subject', 'object', 'verb', 'adjective']","['simplesentences', 'compoundsentences']",143
144,"['habitat', 'locomotion', 'bodycovering', 'respiratorysystem']","['mammals', 'birds']",144
145,"['rhymescheme', 'form', 'meter', 'imagery']","['lyricpoems', 'narrativepoems']",145
146,"['variables', 'parameters', 'domain', 'range']","['linearsystems', 'nonlinearsystems']",146
147,"['nucleus', 'protons', 'electrons', 'neutrons']","['elements', 'compounds']",147
148,"['premise', 'assumption', 'inference', 'implication']","['soundarguments', 'unsoundarguments']",148
149,"['length', 'width', 'height', 'faces']","['cubes', 'polyhedra']",149
150,"['subject', 'verb', 'object', 'complement']","['declarativesentences', 'interrogativesentences']",150
151,"['habitat', 'locomotion', 'metabolicrate', 'lifecycle']","['insects', 'arachnids']",151
152,"['pitch', 'melody', 'harmony', 'rhythm']","['consonantchords', 'dissonantchords']",152
153,"['variables', 'parameters', 'domain', 'range']","['continuousfunctions', 'discretefunctions']",153
154,"['producers', 'herbivores', 'carnivores', 'omnivores']","['foodchains', 'foodwebs']",154
155,"['rhymescheme', 'form', 'imagery', 'theme']","['odes', 'elegies']",155
156,"['nucleus', 'protons', 'electrons', 'neutrons']","['atoms', 'molecules']",156
157,"['premise', 'premises', 'conclusion', 'counterexample']","['validarguments', 'invalidarguments']",157
158,"['length', 'width', 'height', 'faces']","['cubes', 'cuboids']",158
159,"['subject', 'verb', 'object', 'adverbial']","['simplesentences', 'complexsentences']",159
160,"['habitat', 'diet', 'size', 'migration']","['aquaticbirds', 'terrestrialbirds']",160
161,"['pitch', 'duration', 'dynamics', 'timbre']","['melodies', 'chords']",161
162,"['variables', 'constants', 'coefficients', 'solutions']","['linearequations', 'quadraticequations']",162
163,"['premise', 'assumption', 'conclusion', 'counterexample']","['strongarguments', 'weakarguments']",163
164,"['length', 'width', 'perimeter', 'area']","['polygons', 'nonpolygons']",164
165,"['nucleus', 'protons', 'electrons', 'neutrons']","['atoms', 'ions']",165
166,"['subject', 'verb', 'object', 'complement']","['declarativesentences', 'exclamatorysentences']",166
167,"['producers', 'primaryconsumers', 'secondaryconsumers', 'tertiaryconsumers']","['foodchains', 'ecologicalpyramids']",167
168,"['rhymescheme', 'meter', 'imagery', 'theme']","['sonnets', 'villanelles']",168
169,"['variables', 'parameters', 'domain', 'range']","['rationalfunctions', 'irrationalfunctions']",169
170,"['premise', 'assumption', 'inference', 'implication']","['deductivearguments', 'inductivearguments']",170
171,"['length', 'width', 'height', 'base']","['triangles', 'quadrilaterals']",171
172,"['habitat', 'locomotion', 'skeleton', 'senses']","['fish', 'amphibians']",172
173,"['pitch', 'melody', 'harmony', 'tonality']","['majorkeys', 'minorkeys']",173
174,"['mass', 'charge', 'half-life', 'spin']","['leptons', 'hadrons']",174
175,"['rhyme', 'meter', 'form', 'imagery']","['odes', 'epics']",175
