,feature_names,category_names,task_id
0,"['hue', 'brightness', 'saturation', 'shape']","['fruits', 'vehicles']",0
1,"['length', 'width', 'height', 'texture']","['books', 'dishes']",1
2,"['tone', 'tempo', 'rhythm', 'lyrics']","['popsongs', 'classicalsongs']",2
3,"['noisiness', 'speed', 'pitch', 'instrument']","['rockbands', 'jazzbands']",3
4,"['symmetry', 'complexity', 'colorfulness', 'size']","['flowers', 'trees']",4
5,"['warmth', 'precipitation', 'landscape', 'wildlife']","['summerclimates', 'winterclimates']",5
6,"['sodium', 'fat', 'protein', 'fiber']","['healthyfoods', 'unhealthyfoods']",6
7,"['hardness', 'luster', 'streak', 'cleavage']","['metals', 'nonmetals']",7
8,"['mass', 'charge', 'spin', 'halflife']","['unstableparticles', 'stableparticles']",8
9,"['consonants', 'vowels', 'syllables', 'accent']","['englishwords', 'frenchwords']",9
10,"['altitude', 'cloudcover', 'precipitation', 'humidity']","['rainydays', 'sunnydays']",10
11,"['miles', 'luggage', 'passengers', 'crew']","['smallplanes', 'largeplanes']",11
12,"['aggression', 'socialness', 'learning', 'habitat']","['predators', 'prey']",12
13,"['acidity', 'tannins', 'alcohol', 'aging']","['redwines', 'whitewines']",13
14,"['legs', 'wings', 'length', 'color']","['insects', 'arachnids']",14
15,"['cylinders', 'firingorder', 'displacement', 'aspiration']","['4-cylinderengines', '6-cylinderengines']",15
16,"['monitors', 'keyboards', 'mice', 'speakers']","['homecomputers', 'workcomputers']",16
17,"['equity', 'volatility', 'dividend', 'sector']","['growthstocks', 'valuestocks']",17
18,"['plot', 'characters', 'genre', 'length']","['dramas', 'comedies']",18
19,"['bass', 'drums', 'guitar', 'vocals']","['rockbands', 'popbands']",19
20,"['tentacles', 'habitat', 'size', 'fossils']","['extinctcephalopods', 'moderncephalopods']",20
21,"['words', 'sentences', 'tone', 'punctuation']","['formalwriting', 'casualwriting']",21
22,"['latitude', 'oceanaccess', 'resources', 'climate']","['coastalcivilizations', 'inlandcivilizations']",22
23,"['momentum', 'spin', 'charge', 'decaymode']","['matterparticles', 'antimatterparticles']",23
24,"['neck', 'body', 'bridge', 'electronics']","['acousticguitars', 'electricguitars']",24
25,"['leaves', 'bark', 'height', 'habitat']","['deciduoustrees', 'coniferoustrees']",25
26,"['legs', 'stripes', 'mane', 'habitat']","['africananimals', 'asiananimals']",26
27,"['bass', 'treble', 'soundstage', 'comfort']","['audiophileheadphones', 'consumerheadphones']",27
28,"['cpu', 'gpu', 'ram', 'storage']","['gamingpcs', 'workpcs']",28
29,"['vocalrange', 'technique', 'tone', 'versatility']","['sopranos', 'altos']",29
30,"['islands', 'reefs', 'fish', 'weather']","['vacationspots', 'livingdestinations']",30
31,"['size', 'orbits', 'composition', 'distance']","['terrestrialplanets', 'gasgiants']",31
32,"['policies', 'rhetoric', 'experience', 'demographics']","['liberalcandidates', 'conservativecandidates']",32
33,"['saltiness', 'fatcontent', 'tenderness', 'marbling']","['beefcuts', 'porkcuts']",33
34,"['size', 'claws', 'armor', 'camouflage']","['aggressivecrabs', 'docilecrabs']",34
35,"['consonants', 'vowels', 'tones', 'alphabet']","['asianlanguages', 'europeanlanguages']",35
36,"['buttons', 'joysticks', 'screens', 'accessories']","['retrogameconsoles', 'moderngameconsoles']",36
37,"['cup', 'leaf', 'aroma', 'acidity']","['blackteas', 'greenteas']",37
38,"['wingspan', 'beakshape', 'migration', 'plumage']","['seabirds', 'landbirds']",38
39,"['studio', 'choreography', 'costumes', 'score']","['dramas', 'comedies']",39
40,"['clubs', 'shafts', 'weight', 'loft']","['drivers', 'irons']",40
41,"['mgmt', 'tbl', 'vocals', 'genre']","['boybands', 'girlbands']",41
42,"['crust', 'sauce', 'cheese', 'toppings']","['meatpizzas', 'veggiepizzas']",42
43,"['bitters', 'vermouth', 'garnish', 'glassware']","['classiccocktails', 'creativecocktails']",43
44,"['tines', 'handles', 'edges', 'weight']","['servingforks', 'cookingforks']",44
45,"['brand', 'cocoa', 'milk', 'sweetness']","['darkchocolates', 'milkchocolates']",45
46,"['exterior', 'interior', 'engine', 'mpg']","['sedans', 'trucks']",46
47,"['range', 'magnification', 'lenses', 'durability']","['birdingbinoculars', 'huntingbinoculars']",47
48,"['frequency', 'impedance', 'sensitivity', 'enclosure']","['floorspeakers', 'bookshelfspeakers']",48
