,feature_names,category_names,task_id
0,"['shade', 'shape', 'texture']","['plants', 'animals']",0
1,"['length', 'width', 'color']","['vehicles', 'furniture']",1
2,"['size', 'pattern', 'material']","['jewelry', 'clothing']",2
3,"['temperature', 'viscosity', 'odor']","['foods', 'drinks']",3
4,"['pitch', 'timbre', 'tempo']","['instruments', 'voices']",4
5,"['altitude', 'cloudcover', 'precipitation']","['summerdays', 'winterdays']",5
6,"['acidity', 'aroma', 'body']","['redwines', 'whitewines']",6
7,"['legs', 'wings', 'fins']","['insects', 'fish']",7
8,"['spokes', 'gears', 'weight']","['bicycles', 'motorcycles']",8
9,"['pixels', 'resolution', 'refreshrate']","['CRTmonitors', 'LCDmonitors']",9
10,"['horsepower', 'drivetrain', 'mpg']","['sedans', 'SUVs']",10
11,"['consonants', 'vowels', 'syllables']","['Englishwords', 'Frenchwords']",11
12,"['genre', 'composer', 'key']","['classical', 'jazz']",12
13,"['region', 'grapes', 'aging']","['oldworldwines', 'newworldwines']",13
14,"['citations', 'impactfactor', 'openaccess']","['highimpactjournals', 'lowimpactjournals']",14
15,"['RAM', 'storage', 'screensize']","['desktops', 'laptops']",15
16,"['population', 'GDP', 'HDI']","['developednations', 'developingnations']",16
17,"['fat', 'protein', 'carbs']","['healthyfoods', 'junkfoods']",17
18,"['valves', 'tubes', 'circuits']","['stringinstruments', 'windinstruments']",18
19,"['feathers', 'beak', 'habitat']","['forestbirds', 'waterbirds']",19
20,"['CPUcores', 'GPUcores', 'batterylife']","['workstations', 'netbooks']",20
21,"['jitter', 'packetloss', 'bandwidth']","['goodconnections', 'badconnections']",21
22,"['timing', 'phrasing', 'improvisation']","['beginnersolos', 'expertsolos']",22
23,"['compression', 'suspension', 'handling']","['sportscars', 'off-roadvehicles']",23
24,"['plot', 'characters', 'genre']","['dramas', 'comedies']",24
25,"['beatsperminute', 'timesignature', 'harmonies']","['upbeatsongs', 'mellowsongs']",25
26,"['lenses', 'sensor', 'focusmodes']","['DSLRcameras', 'point-and-shootcameras']",26
27,"['outerplanets', 'innerplanets', 'moons']","['gasgiants', 'terrestrialplanets']",27
28,"['illness', 'symptoms', 'treatment']","['bacterialinfections', 'viralinfections']",28
29,"['rhythm', 'melody', 'harmonies']","['rockmusic', 'classicalmusic']",29
30,"['fur', 'paws', 'diet']","['felines', 'canines']",30
31,"['sepals', 'petals', 'stamens']","['flowers', 'trees']",31
32,"['scenes', 'dialogue', 'costumes']","['periodfilms', 'sci-fifilms']",32
33,"['keys', 'timesignature', 'instruments']","['sombercompositions', 'cheerfulcompositions']",33
34,"['aisleaccess', 'seatwidth', 'legroom']","['economyclass', 'firstclass']",34
35,"['fiber', 'nutrients', 'fat']","['healthycereal', 'sugarycereal']",35
36,"['engine', 'transmission', 'brakes']","['Japanesecars', 'Americancars']",36
37,"['scenes', 'dialogue', 'props']","['thrillers', 'romanticcomedies']",37
38,"['strings', 'neck', 'body']","['acousticguitars', 'electricguitars']",38
39,"['aperture', 'ISO', 'shutterspeed']","['portraits', 'landscapes']",39
40,"['bass', 'percussion', 'vocals']","['funkbands', 'rockbands']",40
41,"['heels', 'straps', 'material']","['formalshoes', 'casualshoes']",41
42,"['pixels', 'paneltype', 'refreshrate']","['budgetmonitors', 'high-endmonitors']",42
43,"['phylum', 'habitat', 'locomotion']","['invertebrates', 'vertebrates']",43
44,"['rhyme', 'meter', 'theme']","['lyricpoems', 'narrativepoems']",44
45,"['continentalplates', 'elevation', 'climate']","['islands', 'deserts']",45
46,"['shooting%', 'rebounds', 'assists']","['guards', 'centers']",46
47,"['enginedisplacement', 'turbo', 'drivetrain']","['economycars', 'musclecars']",47
48,"['scenes', 'score', 'costumes']","['dramas', 'comedies']",48
49,"['acute', 'obese', 'chronic']","['childhoodillnesses', 'oldageillnesses']",49
50,"['leaves', 'roots', 'seeds']","['flowers', 'trees']",50
51,"['countries', 'cities', 'landmarks']","['Europe', 'Asia']",51
52,"['crimerate', 'pollution', 'climate']","['goodplacestolive', 'badplacestolive']",52
53,"['dynamicrange', 'noisefloor', 'distortion']","['highfidelityspeakers', 'lowfidelityspeakers']",53
54,"['proteins', 'fats', 'carbs']","['healthyfoods', 'junkfoods']",54
55,"['heattolerance', 'waterneeds', 'pests']","['vegetables', 'fruits']",55
56,"['bass', 'treble', 'soundstage']","['over-earheadphones', 'in-earheadphones']",56
57,"['plot', 'characters', 'genre']","['mysteries', 'sci-fi']",57
58,"['neck', 'body', 'electronics']","['steel-stringguitars', 'classicalguitars']",58
59,"['lenses', 'ISO', 'stabilization']","['photography', 'videography']",59
60,"['graphics', 'CPU', 'storage']","['gamingPCs', 'workPCs']",60
61,"['fur', 'claws', 'diet']","['predators', 'herbivores']",61
62,"['valves', 'slides', 'bore']","['marchingbrass', 'orchestralbrass']",62
63,"['harmoniccomplexity', 'tempo', 'instrumentation']","['baroquemusic', 'romanticmusic']",63
64,"['plot', 'dialogue', 'CGI']","['actionmovies', 'dramas']",64
65,"['leaves', 'bark', 'roots']","['angiosperms', 'gymnosperms']",65
66,"['weight', 'longevity', 'maintenance']","['entrylevelroadbikes', 'highendroadbikes']",66
67,"['dynamicrange', 'soundstage', 'amplification']","['budgetspeakers', 'audiophilespeakers']",67
68,"['resolution', 'paneltype', 'responsetime']","['gamingmonitors', 'professionalmonitors']",68
69,"['clothing', 'diet', 'shelter']","['hunter-gatherers', 'agriculturalists']",69
70,"['arithmetic', 'reading', 'problemsolving']","['mathtests', 'verbaltests']",70
71,"['engine', 'drivetrain', '0-60']","['everydaycars', 'sportscars']",71
72,"['grossbeat', 'percussion', 'synths']","['hip-hopbeats', 'popbeats']",72
73,"['aperture', 'shutterspeed', 'ISO']","['portraits', 'sportsphotography']",73
74,"['pickups', 'nut', 'bridge']","['rockguitars', 'bluesguitars']",74
75,"['bass', 'mids', 'treble']","['studiomonitors', 'PAspeakers']",75
76,"['foliage', 'bark', 'height']","['hardwoods', 'softwoods']",76
77,"['plot', 'setting', 'characters']","['dramas', 'comedies']",77
78,"['fuelefficiency', 'seating', 'cargospace']","['sedans', 'trucks']",78
79,"['tuning', 'intonation', 'pickups']","['beginnerguitars', 'proguitars']",79
80,"['aperture', 'shutterspeed', 'ISO']","['daytimeshots', 'nighttimeshots']",80
81,"['strings', 'body', 'neck']","['classicalguitars', 'acousticguitars']",81
82,"['foliage', 'flowers', 'seeds']","['grasses', 'floweringplants']",82
83,"['arterialroads', 'intersections', 'trafficlights']","['goodtrafficflow', 'poortrafficflow']",83
84,"['dynamicrange', 'distortion', 'wattage']","['hi-fiamps', 'PAamps']",84
85,"['strings', 'valves', 'reeds']","['orchestralinstruments', 'marchingbandinstruments']",85
86,"['sensors', 'videomodes', 'zoom']","['photographydrones', 'videographydrones']",86
87,"['protein', 'carbs', 'fat']","['wholefoodsdiet', 'processedfoodsdiet']",87
88,"['neck', 'bridge', 'fretboard']","['rockguitars', 'metalguitars']",88
89,"['percussion', 'winds', 'strings']","['orchestralpieces', 'chamberpieces']",89
90,"['aperture', 'focallength', 'stabilization']","['wildlifephotography', 'portraitphotography']",90
91,"['gainstaging', 'EQ', 'compression']","['cleanmixes', 'distortedmixes']",91
92,"['cities', 'roads', 'terrain']","['Eastcoastmaps', 'Westcoastmaps']",92
93,"['Plot', 'pacing', 'tone']","['page-turners', 'challengingreads']",93
94,"['Crankshaft', 'transmission', 'aspiration']","['commutercars', 'performancecars']",94
95,"['Bass', 'mids', 'treble']","['studiomonitors', 'caraudiospeakers']",95
96,"['Settings', 'lighting', 'wardrobe']","['portraits', 'landscapes']",96
97,"['intricacy', 'interpretation', 'virtuosity']","['studentperformances', 'professionalperformances']",97
98,"['neighborhoods', 'amenities', 'transit']","['affordablecities', 'expensivecities']",98
99,"['tension', 'pacing', 'prose']","['thrillers', 'literaryfiction']",99
100,"['ingredients', 'preparation', 'taste']","['savorydishes', 'sweetdishes']",100
101,"['IQ', 'EQ', 'conscientiousness']","['goodleaders', 'badleaders']",101
102,"['price', 'practicality', 'comfort']","['cheapshoes', 'expensiveshoes']",102
103,"['agility', 'strength', 'endurance']","['gymnastics', 'weightlifting']",103
104,"['dynamicrange', 'soundstage', 'resolution']","['budgetheadphones', 'audiophileheadphones']",104
105,"['aperture', 'shutterspeed', 'ISO']","['daytimephotography', 'nightphotography']",105
106,"['nutrients', 'calories', 'fat']","['healthymeals', 'unhealthymeals']",106
107,"['complexity', 'interpretation', 'expression']","['studentcompositions', 'professionalcompositions']",107
108,"['engine', 'handling', 'brakes']","['familysedans', 'sportssedans']",108
109,"['distortion', 'sustain', 'playability']","['beginnerguitars', 'expertguitars']",109
110,"['limbs', 'coverings', 'locomotion']","['mammals', 'reptiles']",110
111,"['harmony', 'melody', 'rhythm']","['classicalcompositions', 'popularcompositions']",111
112,"['chassis', 'drivetrain', 'ridequality']","['trucks', 'SUVs']",112
113,"['bokeh', 'stabilization', 'lowlightperformance']","['photographylenses', 'videographylenses']",113
114,"['calories', 'protein', 'fat']","['dietfoods', 'fastfoods']",114
115,"['civics', 'science', 'math']","['academictests', 'appliedtests']",115
116,"['distortion', 'EQ', 'effects']","['practiceamps', 'giggingamps']",116
117,"['parts', 'controls', 'maintenance']","['analogsynths', 'digitalsynths']",117
118,"['bridge', 'neck', 'body']","['rockguitars', 'jazzguitars']",118
119,"['subjects', 'composition', 'lighting']","['portraits', 'landscapes']",119
120,"['power', 'comfort', 'handling']","['sportssedans', 'luxurysedans']",120
121,"['distortion', 'EQ', 'effects']","['high-gainamps', 'cleanamps']",121
122,"['aperture', 'stabilization', 'lowlight']","['photographylenses', 'cinelenses']",122
123,"['nutrients', 'ingredients', 'calories']","['healthyfoods', 'unhealthyfoods']",123
124,"['SNR', 'distortion', 'frequencyresponse']","['budgetheadphones', 'high-endheadphones']",124
125,"['power', 'comfort', 'reliability']","['familycars', 'luxurycars']",125
126,"['distortion', 'EQ', 'gainstaging']","['heavytones', 'cleantones']",126
