,feature_names,category_names,task_id
0,"['height', 'weight', 'hairlength', 'eyecolor']","['mammals', 'reptiles']",0
1,"['length', 'width', 'color', 'material']","['tables', 'chairs']",1
2,"['size', 'shape', 'texture', 'temperature']","['foods', 'drinks']",2
3,"['pitch', 'tempo', 'genre', 'lyrics']","['popsongs', 'rocksongs']",3
4,"['legs', 'wings', 'habitat', 'diet']","['birds', 'insects']",4
5,"['ingredients', 'cookingmethod', 'taste', 'origin']","['entrees', 'desserts']",5
6,"['engine', 'seats', 'cargospace', 'fuelefficiency']","['trucks', 'cars']",6
7,"['processor', 'RAM', 'storage', 'graphics']","['laptops', 'desktops']",7
8,"['altitude', 'cloudcover', 'precipitation', 'wind']","['fairweather', 'stormyweather']",8
9,"['rhyme', 'meter', 'theme', 'imagery']","['sonnets', 'freeverse']",9
10,"['aroma', 'taste', 'color', 'carbonation']","['sodas', 'juices']",10
11,"['branches', 'leaves', 'seeds', 'roots']","['floweringplants', 'conifers']",11
12,"['beakshape', 'feathers', 'habitat', 'migration']","['seabirds', 'songbirds']",12
13,"['plot', 'characters', 'setting', 'dialogue']","['dramas', 'comedies']",13
14,"['sleeves', 'collar', 'buttons', 'fabric']","['shirts', 'pants']",14
15,"['keys', 'strings', 'size', 'sound']","['guitars', 'keyboards']",15
16,"['lenses', 'sensor', 'display', 'batterylife']","['DSLRs', 'point-and-shoots']",16
17,"['crust', 'toppings', 'spices', 'sauce']","['pizzas', 'calzones']",17
18,"['cast', 'director', 'runtime', 'rating']","['indiefilms', 'blockbusters']",18
19,"['frosting', 'filling', 'shape', 'decorations']","['cupcakes', 'cakes']",19
20,"['planet', 'moons', 'atmosphere', 'temperature']","['rockyplanets', 'gasgiants']",20
21,"['fins', 'gills', 'scales', 'skeleton']","['bonyfish', 'cartilaginousfish']",21
22,"['fur', 'claws', 'teeth', 'habitat']","['felines', 'canines']",22
23,"['consonants', 'vowels', 'syllables', 'stress']","['English', 'Spanish']",23
24,"['insulation', 'windows', 'heating', 'appliances']","['olderhomes', 'newerhomes']",24
25,"['dribbling', 'passing', 'shooting', 'rebounding']","['guards', 'forwards']",25
26,"['bridge', 'neck', 'pickups', 'body']","['electricguitars', 'acousticguitars']",26
27,"['drums', 'vocals', 'guitar', 'bass']","['rockbands', 'popbands']",27
28,"['plot', 'characters', 'creature', 'message']","['sci-fi', 'horror']",28
29,"['frosting', 'filling', 'layers', 'shape']","['weddingcakes', 'birthdaycakes']",29
30,"['spikes', 'stem', 'scent', 'color']","['roses', 'tulips']",30
31,"['wingspan', 'beak', 'habitat', 'diet']","['raptors', 'waterfowl']",31
32,"['mane', 'tail', 'height', 'speed']","['horses', 'zebras']",32
33,"['rhythm', 'melody', 'harmony', 'lyrics']","['countrysongs', 'R&Bsongs']",33
34,"['engine', 'transmission', 'brakes', 'suspension']","['sportscars', 'trucks']",34
35,"['display', 'battery', 'camera', 'processor']","['iPhones', 'Androids']",35
36,"['crust', 'sauce', 'toppings', 'spices']","['Chicagopizza', 'NewYorkpizza']",36
37,"['plot', 'setting', 'characters', 'dialogue']","['mysteries', 'romances']",37
38,"['frosting', 'filling', 'shape', 'theme']","[""kids'cakes"", ""adults'cakes""]",38
39,"['branches', 'roots', 'leaves', 'seeds']","['oaks', 'maples']",39
40,"['spikes', 'scent', 'leaves', 'height']","['cacti', 'succulents']",40
41,"['habitat', 'diet', 'predator', 'hibernation']","['bears', 'wolves']",41
42,"['mane', 'markings', 'size', 'temperament']","['stallions', 'mares']",42
43,"['rhythm', 'lyrics', 'instruments', 'tempo']","['ballads', 'dancesongs']",43
44,"['engine', 'interior', 'wheels', 'suspension']","['musclecars', 'off-roadvehicles']",44
45,"['screen', 'battery', 'camera', 'storage']","['flagshipphones', 'budgetphones']",45
46,"['crust', 'cheese', 'sauce', 'toppings']","['NewHavenpizza', 'Neapolitanpizza']",46
47,"['protagonist', 'antagonist', 'plot', 'setting']","['thrillers', 'historicalfiction']",47
48,"['shape', 'decorations', 'filling', 'frosting']","['birthdaycakes', 'weddingcakes']",48
49,"['branches', 'bark', 'leaves', 'roots']","['maples', 'oaks']",49
50,"['wings', 'beak', 'talons', 'prey']","['hawks', 'eagles']",50
51,"['fins', 'gills', 'scales', 'skeleton']","['tropicalfish', 'coldwaterfish']",51
52,"['coat', 'size', 'ears', 'tail']","['housecats', 'bigcats']",52
53,"['verbs', 'nouns', 'adjectives', 'wordorder']","['English', 'Japanese']",53
54,"['siding', 'roof', 'windows', 'layout']","['modernhomes', 'traditionalhomes']",54
55,"['serve', 'forehand', 'backhand', 'volleys']","['singlesplayers', 'doublesplayers']",55
56,"['body', 'neck', 'bridge', 'pickups']","['Strats', 'LesPauls']",56
57,"['vocals', 'guitar', 'bass', 'drums']","['metalbands', 'punkbands']",57
58,"['characters', 'setting', 'dialogue', 'plot']","['sitcoms', 'dramas']",58
59,"['batter', 'frosting', 'filling', 'size']","['cupcakes', 'layercakes']",59
60,"['petals', 'leaves', 'stem', 'fragrance']","['lilies', 'orchids']",60
61,"['plumage', 'song', 'habitat', 'diet']","['warblers', 'sparrows']",61
62,"['spots', 'mane', 'claws', 'fangs']","['leopards', 'lions']",62
63,"['tone', 'lyrics', 'tempo', 'instruments']","['lovesongs', 'partysongs']",63
64,"['paint', 'interior', 'engine', 'tires']","['classiccars', 'moderncars']",64
65,"['screen', 'processor', 'battery', 'camera']","['iPhones', 'Androidphones']",65
66,"['sauce', 'cheese', 'crust', 'toppings']","['Sicilianpizza', 'Californiapizza']",66
67,"['maincharacter', 'setting', 'conflict', 'resolution']","['youngadultnovels', 'literaryfiction']",67
68,"['shape', 'frosting', 'filling', 'theme']","['weddingcakes', 'groomscakes']",68
69,"['canopy', 'leaves', 'bark', 'roots']","['oaks', 'maples']",69
70,"['migration', 'plumage', 'size', 'habitat']","['ducks', 'geese']",70
71,"['venom', 'heatsensing', 'constricting', 'patterns']","['vipers', 'pythons']",71
72,"['coat', 'legs', 'nose', 'ears']","['smallterriers', 'largehounds']",72
73,"['lyrics', 'rhythm', 'hooks', 'mood']","['happysongs', 'sadsongs']",73
74,"['exterior', 'engine', 'interior', 'handling']","['sportssedans', 'SUVs']",74
75,"['operatingsystem', 'display', 'camera', 'batterylife']","['iPhones', 'Androids']",75
76,"['cheese', 'sauce', 'crust', 'spices']","['NewYorkpizza', 'Chicagopizza']",76
77,"['protagonist', 'antagonist', 'plot', 'setting']","['actionmovies', 'dramas']",77
78,"['shape', 'decorations', 'filling', 'theme']","[""kids'cakes"", ""adults'cakes""]",78
79,"['needles', 'cones', 'bark', 'branches']","['pines', 'firs']",79
80,"['feathers', 'beak', 'habitat', 'diet']","['owls', 'hawks']",80
81,"['schooling', 'color', 'fins', 'size']","['tetras', 'goldfish']",81
82,"['paws', 'claws', 'teeth', 'ears']","['housecats', 'lions']",82
83,"['rhyme', 'imagery', 'theme', 'form']","['freeverse', 'sonnets']",83
84,"['handling', 'acceleration', 'brakes', 'storage']","['sportscars', 'SUVs']",84
85,"['display', 'processor', 'battery', 'camera']","['flagshipphones', 'budgetphones']",85
86,"['cheese', 'toppings', 'crust', 'sauce']","['NewYork-style', 'Chicago-style']",86
87,"['protagonist', 'setting', 'conflict', 'resolution']","['fantasynovels', 'romancenovels']",87
88,"['decorations', 'shape', 'filling', 'frosting']","['birthdaycakes', 'weddingcakes']",88
89,"['canopy', 'bark', 'leaves', 'roots']","['oaktrees', 'mapletrees']",89
90,"['habitat', 'migration', 'plumage', 'diet']","['songbirds', 'waterfowl']",90
91,"['pattern', 'size', 'temperament', 'habitat']","['garters', 'boas']",91
92,"['paws', 'legs', 'nose', 'ears']","['smalldogs', 'largedogs']",92
93,"['genre', 'instruments', 'tempo', 'lyrics']","['rocksongs', 'countrysongs']",93
94,"['cargospace', 'towing', 'mpg', 'interior']","['trucks', 'SUVs']",94
95,"['displaysize', 'processor', 'battery', 'camera']","['iPhones', 'Androidphones']",95
96,"['cheese', 'crust', 'sauce', 'toppings']","['Chicago-style', 'NewYork-style']",96
97,"['maincharacter', 'setting', 'plot', 'theme']","['fiction', 'nonfiction']",97
98,"['decoration', 'shape', 'filling', 'frosting']","['groomscakes', 'weddingcakes']",98
99,"['needles', 'cones', 'bark', 'branches']","['spruces', 'pines']",99
100,"['migration', 'song', 'plumage', 'nests']","['warblers', 'blackbirds']",100
101,"['pattern', 'fangs', 'habitat', 'prey']","['vipers', 'cobras']",101
102,"['coat', 'ears', 'legs', 'tail']","['shepherds', 'retrievers']",102
103,"['lyrics', 'instruments', 'tempo', 'key']","['popsongs', 'hip-hopsongs']",103
104,"['handling', 'acceleration', 'interior', 'wheels']","['sportscars', 'sedans']",104
105,"['operatingsystem', 'screensize', 'processor', 'battery']","['iPhones', 'Androiddevices']",105
106,"['crust', 'cheese', 'sauce', 'spices']","['NewHaven-style', 'Chicago-style']",106
107,"['protagonist', 'antagonist', 'conflict', 'resolution']","['dramas', 'comedies']",107
108,"['shape', 'decorations', 'filling', 'theme']","['weddingcakes', 'birthdaycakes']",108
109,"['canopy', 'bark', 'roots', 'lifespan']","['oaks', 'maples']",109
110,"['feathers', 'beak', 'range', 'prey']","['eagles', 'hawks']",110
111,"['color', 'pattern', 'temperament', 'habitat']","['clownfish', 'angelfish']",111
112,"['fur', 'legs', 'ears', 'tail']","['retrievers', 'collies']",112
