,feature_names,category_names,task_id
0,"['Length', 'Width', 'Height', 'Color', 'Texture', 'Taste']","['Fruits', 'Vegetables']",0
1,"['BeakShape', 'FeatherColor', 'WingSize', 'LegLength', 'TailLength', 'NestType']","['Shorebirds', 'Songbirds']",1
2,"['EngineSize', 'SeatingCapacity', 'FuelType', 'Transmission', 'Drivetrain', 'CountryofOrigin']","['Sedans', 'Trucks']",2
3,"['NumberofLegs', 'FurLength', 'SnoutShape', 'TailLength', 'ClawSharpness', 'Diet']","['Carnivores', 'Herbivores']",3
4,"['SepalLength', 'SepalWidth', 'PetalLength', 'PetalWidth', 'Scent', 'Color']","['Roses', 'Tulips']",4
5,"['AlcoholContent', 'Color', 'Carbonation', 'Sweetness', 'Bitterness', 'ServingTemperature']","['Beers', 'Wines']",5
6,"['ProcessorSpeed', 'RAM', 'StorageCapacity', 'ScreenSize', 'BatteryLife', 'Weight']","['Laptops', 'Desktops']",6
7,"['FatContent', 'ProteinContent', 'FiberContent', 'CalorieCount', 'Taste', 'Texture']","['HealthyFoods', 'UnhealthyFoods']",7
8,"['NumberofStrings', 'BodyShape', 'NeckLength', 'PickupType', 'BodyMaterial', 'FretNumber']","['ElectricGuitars', 'AcousticGuitars']",8
9,"['OrbitTime', 'SurfaceTemperature', 'Diameter', 'Mass', 'Atmosphere', 'Moons']","['RockyPlanets', 'GasGiants']",9
10,"['BrainSize', 'SkeletonStructure', 'LimbDesign', 'FurCoverage', 'Diet', 'GeographicRange']","['Primates', 'Rodents']",10
11,"['BladeLength', 'HandleMaterial', 'EdgeType', 'TangStyle', 'Balance', 'Decorations']","['KitchenKnives', 'PocketKnives']",11
12,"['CaffeineContent', 'Sweetness', 'MilkContent', 'Temperature', 'Foam', 'Flavorings']","['Coffees', 'Teas']",12
13,"['WheelSize', 'Suspension', 'FrameMaterial', 'Gearing', 'Brakes', 'SaddleType']","['RoadBikes', 'MountainBikes']",13
14,"['ABV', 'Color', 'Bitterness', 'Carbonation', 'ServingTemperature', 'Style']","['Ales', 'Lagers']",14
15,"['ScreenSize', 'Resolution', 'RefreshRate', 'ResponseTime', 'Brightness', 'Curvature']","['GamingMonitors', 'OfficeMonitors']",15
16,"['NumberofCores', 'ClockSpeed', 'CacheSize', 'TDP', 'SocketType', 'ManufacturingProcess']","['IntelCPUs', 'AMDCPUs']",16
17,"['FatContent', 'FiberContent', 'ProteinSource', 'CarbSource', 'Flavors', 'Texture']","['MeatAlternatives', 'DairyAlternatives']",17
18,"['FlightSpeed', 'Wingspan', 'BeakShape', 'LegLength', 'PlumageColor', 'SongType']","['Waterfowl', 'Raptors']",18
19,"['Gravity', 'Atmosphere', 'TemperatureRange', 'Diameter', 'Mass', 'Satellites']","['RockyExoplanets', 'GaseousExoplanets']",19
20,"['FurLength', 'ClawSharpness', 'WhiskerLength', 'TailBushiness', 'ActivityCycle', 'Vocalizations']","['Cats', 'Dogs']",20
21,"['BladeStyle', 'HandleMaterial', 'Open/Folding', 'LockType', 'CarryOptions', 'OriginatingCountry']","['PocketKnives', 'TacticalKnives']",21
22,"['CocoaPercentage', 'MilkContent', 'Sweetener', 'SpiceAdditions', 'Temperature', 'PreparationMethod']","['DarkChocolate', 'MilkChocolate']",22
